Prop_lost,median1,median2,median3,median4,median5,median6
0.37271,0.7615,0.83175,0.778,0.88675,0.8135,0.81575
0.37385,0.76075,0.83175,0.778,0.88675,0.8135,0.81575
0.37462,0.7595,0.83175,0.778,0.88675,0.8135,0.8155
0.37576,0.75925,0.8315,0.778,0.88675,0.8135,0.8155
0.37653,0.75925,0.83125,0.778,0.88675,0.8135,0.8155
0.37768,0.75925,0.831,0.778,0.88675,0.8135,0.8155
0.37882,0.75925,0.8305,0.778,0.88675,0.8135,0.8155
0.37959,0.759,0.8305,0.778,0.88675,0.8135,0.8155
0.38073,0.758,0.8305,0.778,0.88675,0.8135,0.8155
0.3815,0.7565,0.83,0.778,0.88675,0.8135,0.8155
0.38265,0.7555,0.83,0.778,0.88675,0.8135,0.8155
0.38379,0.75425,0.82975,0.778,0.88675,0.8135,0.8155
0.38456,0.7535,0.8295,0.778,0.88675,0.8135,0.8155
0.3857,0.753,0.82925,0.778,0.88675,0.8135,0.8155
0.38647,0.753,0.82875,0.778,0.88675,0.8135,0.8155
0.38761,0.753,0.8285,0.778,0.88675,0.8135,0.8155
0.38838,0.753,0.82775,0.778,0.88675,0.8135,0.8155
0.38953,0.7515,0.827,0.778,0.88675,0.8135,0.81525
0.39067,0.75,0.82675,0.778,0.88675,0.8135,0.81525
0.39144,0.74925,0.82625,0.778,0.88675,0.8135,0.81525
0.39258,0.74825,0.826,0.778,0.88675,0.8135,0.81525
0.39335,0.748,0.8255,0.778,0.88675,0.8135,0.81525
0.3945,0.74775,0.8245,0.7775,0.88675,0.8135,0.81525
0.39526,0.74775,0.82375,0.7775,0.88675,0.8135,0.81525
0.39641,0.74775,0.82325,0.777,0.88675,0.8135,0.81525
0.39755,0.74775,0.82275,0.7765,0.88675,0.8135,0.81525
0.39832,0.74775,0.82225,0.7765,0.88675,0.8135,0.815
0.39946,0.74725,0.822,0.7765,0.88675,0.8135,0.815
0.40061,0.747,0.82175,0.7765,0.88675,0.8135,0.815
0.40176,0.747,0.82125,0.7765,0.88675,0.8135,0.815
0.40252,0.74675,0.8205,0.7765,0.88675,0.8135,0.815
0.40367,0.746,0.82,0.7765,0.88675,0.8135,0.815
0.40482,0.7455,0.8195,0.7765,0.88675,0.8135,0.815
0.40596,0.74475,0.8185,0.7765,0.88675,0.8135,0.815
0.40673,0.744,0.818,0.7765,0.88675,0.8135,0.815
0.40787,0.7435,0.817,0.7765,0.88675,0.8135,0.81475
0.40902,0.743,0.816,0.7765,0.88675,0.8135,0.81475
0.41017,0.743,0.81575,0.7765,0.88675,0.8135,0.81475
0.41131,0.74275,0.81525,0.7765,0.88675,0.8135,0.8145
0.41246,0.7425,0.815,0.776,0.88675,0.8135,0.8145
0.41323,0.74225,0.81475,0.776,0.88675,0.8135,0.8145
0.41437,0.742,0.81425,0.776,0.88675,0.8135,0.81425
0.41552,0.7415,0.814,0.776,0.88675,0.8135,0.81425
0.41667,0.7415,0.81375,0.776,0.88675,0.8135,0.81425
0.41781,0.7405,0.81325,0.776,0.88675,0.8135,0.81425
0.41896,0.7405,0.8125,0.776,0.88675,0.8135,0.81425
0.42011,0.74025,0.8115,0.776,0.88675,0.8135,0.81375
0.42087,0.73975,0.8105,0.776,0.88675,0.8135,0.81375
0.42202,0.73975,0.81,0.776,0.88675,0.8135,0.81375
0.42317,0.73925,0.8095,0.776,0.88675,0.8135,0.81375
0.42431,0.73825,0.80925,0.776,0.88675,0.8135,0.81375
0.42546,0.737,0.80925,0.776,0.88675,0.8135,0.81375
0.42661,0.73575,0.809,0.776,0.88675,0.8135,0.81375
0.42775,0.73425,0.809,0.776,0.88675,0.8135,0.81375
0.4289,0.734,0.80875,0.776,0.88675,0.8135,0.8135
0.43005,0.73375,0.80875,0.776,0.88675,0.8135,0.8135
0.43119,0.73325,0.8085,0.776,0.88675,0.8135,0.813
0.43234,0.733,0.80825,0.776,0.88675,0.8135,0.81225
0.43349,0.73275,0.80825,0.776,0.88675,0.8135,0.8115
0.43463,0.73275,0.808,0.7755,0.88675,0.8135,0.81125
0.43578,0.7325,0.80775,0.7745,0.88675,0.8135,0.811
0.43693,0.7325,0.80775,0.773,0.88675,0.8135,0.811
0.43807,0.7325,0.8075,0.772,0.88675,0.8135,0.81075
0.43922,0.732,0.80725,0.771,0.88675,0.8135,0.81075
0.44037,0.7315,0.80675,0.77,0.88675,0.8135,0.81075
0.44113,0.73125,0.80575,0.77,0.88675,0.8135,0.81075
0.44228,0.731,0.80425,0.768,0.88675,0.8135,0.81075
0.44343,0.73075,0.8025,0.766,0.88675,0.8135,0.81075
0.44457,0.7305,0.8015,0.764,0.88675,0.8135,0.81075
0.44572,0.72975,0.80075,0.762,0.88675,0.8135,0.8105
0.44687,0.72975,0.80025,0.7605,0.88675,0.8135,0.8105
0.44801,0.7295,0.79975,0.7605,0.88675,0.8135,0.8105
0.44916,0.72925,0.799,0.7605,0.88675,0.8135,0.8105
0.45031,0.729,0.79825,0.7605,0.88675,0.8135,0.8105
0.45145,0.7285,0.798,0.7605,0.88675,0.8135,0.8105
0.4526,0.7275,0.79725,0.7605,0.88675,0.8135,0.8105
0.45375,0.726,0.7965,0.7605,0.88675,0.8135,0.8105
0.45489,0.725,0.796,0.7605,0.88625,0.8135,0.8105
0.45566,0.7235,0.79525,0.7605,0.8855,0.8135,0.8105
0.4568,0.72275,0.7945,0.7605,0.885,0.8135,0.8105
0.45795,0.7225,0.7935,0.7605,0.8845,0.8135,0.8105
0.4591,0.72175,0.7925,0.7605,0.88375,0.8135,0.8105
0.46024,0.72125,0.79125,0.76,0.883,0.8135,0.8105
0.46139,0.72075,0.78975,0.7595,0.8825,0.8135,0.8105
0.46254,0.7205,0.7885,0.759,0.8825,0.8135,0.8105
0.46369,0.71925,0.7875,0.7585,0.8825,0.8135,0.81025
0.46483,0.71875,0.78625,0.7585,0.8825,0.8135,0.81
0.46598,0.71775,0.78475,0.758,0.88225,0.8135,0.80975
0.46713,0.7165,0.78325,0.758,0.882,0.8135,0.8095
0.46827,0.71575,0.782,0.758,0.882,0.8135,0.8095
0.46942,0.71475,0.78025,0.758,0.88175,0.8135,0.80925
0.47057,0.71375,0.7785,0.758,0.8815,0.8135,0.809
0.47171,0.7125,0.777,0.758,0.88125,0.8135,0.809
0.47248,0.712,0.7765,0.758,0.881,0.8135,0.809
0.47362,0.7115,0.7755,0.758,0.88075,0.8135,0.80875
0.47477,0.71075,0.77475,0.758,0.8805,0.8135,0.80875
0.47592,0.71,0.7735,0.758,0.88025,0.8135,0.8085
0.47706,0.70875,0.772,0.758,0.88,0.8135,0.8085
0.47821,0.7085,0.771,0.758,0.87975,0.8135,0.80825
0.47936,0.708,0.7695,0.758,0.8795,0.8135,0.80825
0.4805,0.7065,0.7685,0.758,0.8795,0.8135,0.80825
0.48165,0.7055,0.76725,0.758,0.8795,0.8135,0.80825
0.48242,0.70475,0.76625,0.758,0.8795,0.8135,0.80825
0.48356,0.70475,0.765,0.758,0.8795,0.8135,0.80825
0.48471,0.7045,0.7635,0.758,0.8795,0.8135,0.80825
0.48586,0.70425,0.76225,0.758,0.8795,0.8135,0.80825
0.487,0.70375,0.76075,0.758,0.8795,0.8135,0.80825
0.48815,0.7035,0.7595,0.758,0.8795,0.8135,0.80825
0.4893,0.70275,0.75825,0.758,0.8795,0.8135,0.80825
0.49044,0.70225,0.7565,0.758,0.8795,0.8135,0.80825
0.49159,0.7015,0.7555,0.758,0.8795,0.8135,0.80825
0.49235,0.7005,0.75475,0.758,0.8795,0.8135,0.80825
0.4935,0.7,0.754,0.758,0.8795,0.8135,0.80825
0.49465,0.69975,0.7535,0.758,0.8795,0.8135,0.80825
0.4958,0.6995,0.75275,0.758,0.8795,0.8135,0.80825
0.49694,0.69875,0.752,0.758,0.8795,0.8135,0.80825
0.49809,0.69775,0.751,0.758,0.8795,0.8135,0.80825
0.49924,0.697,0.75025,0.758,0.8795,0.8135,0.80825
0.50038,0.69575,0.7495,0.758,0.8795,0.8135,0.80825
0.50153,0.695,0.749,0.758,0.8795,0.8135,0.80825
0.50268,0.69375,0.749,0.7575,0.8795,0.8135,0.80825
0.50382,0.69225,0.749,0.7575,0.8795,0.8135,0.80825
0.50497,0.691,0.749,0.757,0.8795,0.8135,0.80825
0.50612,0.69025,0.749,0.757,0.8795,0.8135,0.80825
0.50726,0.68975,0.749,0.7565,0.8795,0.8135,0.80825
0.50841,0.689,0.749,0.7565,0.8795,0.8135,0.80825
0.50956,0.6885,0.74875,0.7565,0.8795,0.8135,0.80825
0.5107,0.68775,0.748,0.7565,0.8795,0.8135,0.80825
0.51185,0.68725,0.7475,0.7565,0.8795,0.8135,0.80825
0.513,0.68625,0.747,0.7565,0.8795,0.8135,0.80825
0.51414,0.6855,0.7465,0.756,0.8795,0.8135,0.80825
0.51529,0.6845,0.746,0.756,0.8795,0.8135,0.80825
0.51644,0.68325,0.7455,0.756,0.8795,0.8135,0.80825
0.51758,0.68225,0.745,0.7555,0.8795,0.8135,0.80825
0.51873,0.68125,0.7445,0.7555,0.8795,0.8135,0.80825
0.51988,0.6805,0.744,0.7555,0.8795,0.8135,0.80825
0.52102,0.6795,0.74375,0.7555,0.8795,0.8135,0.80825
0.52217,0.67875,0.74375,0.755,0.8795,0.8135,0.80825
0.52332,0.67825,0.74375,0.755,0.8795,0.8135,0.80825
0.52446,0.67775,0.74375,0.7545,0.8795,0.8135,0.80825
0.52561,0.677,0.74375,0.754,0.8795,0.8135,0.80825
0.52676,0.6765,0.74375,0.754,0.8795,0.8135,0.80825
0.52791,0.67575,0.74375,0.754,0.8795,0.8135,0.80825
0.52905,0.6755,0.74375,0.754,0.8795,0.8135,0.80775
0.5302,0.67425,0.74375,0.754,0.8795,0.8135,0.8075
0.53135,0.67325,0.74375,0.754,0.8795,0.8135,0.80675
0.53211,0.67225,0.74375,0.754,0.8795,0.8135,0.8065
0.53326,0.6715,0.74375,0.754,0.8795,0.8135,0.806
0.5344,0.67125,0.74375,0.7535,0.8795,0.8135,0.80575
0.53555,0.67025,0.74375,0.7535,0.8795,0.8135,0.80525
0.5367,0.66975,0.74375,0.7535,0.8795,0.8135,0.80525
0.53784,0.6695,0.74325,0.7535,0.8795,0.8135,0.80525
0.53899,0.66925,0.74325,0.7535,0.87875,0.8135,0.80525
0.54014,0.669,0.74325,0.7535,0.87775,0.8135,0.80525
0.54128,0.66875,0.74325,0.7535,0.87725,0.8135,0.80525
0.54243,0.668,0.74325,0.7535,0.877,0.8135,0.80525
0.54396,0.6675,0.74325,0.7535,0.8765,0.8135,0.80525
0.54511,0.6665,0.74275,0.7535,0.87625,0.8135,0.80525
0.54625,0.6655,0.74275,0.753,0.87625,0.8135,0.80525
0.5474,0.6645,0.74275,0.752,0.87625,0.8135,0.80525
0.54855,0.66325,0.74225,0.751,0.87625,0.8135,0.80525
0.54969,0.6625,0.742,0.751,0.87625,0.8135,0.80525
0.55084,0.662,0.74175,0.7505,0.87625,0.8135,0.80525
0.55199,0.662,0.74125,0.7505,0.87625,0.8135,0.805
0.55313,0.66075,0.741,0.75,0.87625,0.8135,0.805
0.55428,0.65975,0.7405,0.749,0.87625,0.8135,0.80475
0.55543,0.65925,0.74,0.749,0.87625,0.8135,0.80425
0.55657,0.65925,0.73975,0.749,0.87625,0.8135,0.80425
0.55772,0.65875,0.73925,0.749,0.87625,0.8135,0.80425
0.55887,0.6585,0.7385,0.749,0.87625,0.8135,0.80425
0.56002,0.65775,0.73725,0.7485,0.87625,0.8135,0.80425
0.56116,0.6575,0.73625,0.7475,0.87625,0.8135,0.80425
0.56231,0.65625,0.73525,0.747,0.87625,0.8135,0.80425
0.56346,0.65425,0.73475,0.747,0.87625,0.8135,0.80425
0.5646,0.65275,0.73425,0.7465,0.87625,0.8135,0.80425
0.56575,0.651,0.733,0.7465,0.87625,0.8135,0.80425
0.5669,0.64975,0.732,0.746,0.87625,0.8135,0.80425
0.56804,0.6485,0.73075,0.7455,0.87625,0.8135,0.80425
0.56919,0.6475,0.72975,0.7455,0.87625,0.8135,0.80425
0.57034,0.6465,0.7285,0.7455,0.87625,0.8135,0.80425
0.57148,0.646,0.72725,0.7455,0.87625,0.8135,0.80425
0.57263,0.6445,0.7255,0.7455,0.87625,0.8135,0.80425
0.57378,0.64375,0.72325,0.7455,0.87625,0.8135,0.80425
0.57492,0.64275,0.7215,0.7455,0.87625,0.8135,0.80425
0.57607,0.64275,0.71925,0.7455,0.87625,0.8135,0.80425
0.57722,0.6425,0.71675,0.7455,0.87625,0.8135,0.80425
0.57836,0.64175,0.7145,0.7455,0.87625,0.8135,0.80425
0.57951,0.63975,0.71225,0.7455,0.87625,0.8135,0.80425
0.58066,0.63775,0.709,0.7455,0.87625,0.8135,0.80425
0.5818,0.637,0.7065,0.7455,0.87625,0.8135,0.80425
0.58295,0.6365,0.7045,0.7455,0.87625,0.8135,0.80425
0.5841,0.63575,0.70225,0.7455,0.87625,0.8135,0.80425
0.58524,0.635,0.7,0.7455,0.87625,0.8135,0.80425
0.58639,0.633,0.698,0.7455,0.87625,0.8135,0.80425
0.58754,0.63125,0.69625,0.7455,0.87625,0.8135,0.80425
0.58907,0.6305,0.6945,0.7455,0.87625,0.8135,0.80425
0.59021,0.629,0.693,0.7455,0.87625,0.8135,0.804
0.59136,0.62825,0.69025,0.7455,0.87625,0.8135,0.804
0.59251,0.62775,0.6885,0.7455,0.87625,0.8135,0.804
0.59365,0.62625,0.6875,0.7455,0.87625,0.8135,0.804
0.5948,0.62525,0.6865,0.7455,0.87625,0.8135,0.804
0.59595,0.62375,0.685,0.7455,0.87625,0.8135,0.804
0.59709,0.62175,0.684,0.7455,0.87625,0.8135,0.804
0.59824,0.62025,0.6825,0.7455,0.87625,0.8135,0.804
0.59939,0.6185,0.68125,0.745,0.87625,0.8135,0.80375
0.60054,0.6165,0.67975,0.744,0.87625,0.8135,0.80375
0.60168,0.6155,0.67875,0.7425,0.87625,0.8135,0.80375
0.60283,0.613,0.67775,0.7415,0.87625,0.8135,0.80375
0.60398,0.61125,0.67625,0.7405,0.87625,0.8135,0.80375
0.60512,0.60925,0.67525,0.7395,0.87625,0.8135,0.80375
0.60627,0.60675,0.67275,0.7385,0.87625,0.8135,0.8035
0.60742,0.60525,0.67075,0.738,0.87625,0.8135,0.8035
0.60856,0.60325,0.66925,0.738,0.87625,0.8135,0.80325
0.60971,0.60175,0.6675,0.738,0.87625,0.8135,0.80325
0.61086,0.60125,0.66525,0.738,0.87625,0.8135,0.80325
0.612,0.599,0.6635,0.7375,0.87625,0.8135,0.80325
0.61315,0.5965,0.6615,0.7375,0.87625,0.8135,0.80325
0.6143,0.5935,0.6595,0.7375,0.87625,0.8135,0.80325
0.61544,0.59125,0.6585,0.7375,0.87625,0.8135,0.80325
0.61659,0.589,0.65775,0.7375,0.87625,0.8135,0.80275
0.61774,0.58725,0.65675,0.7375,0.87625,0.8135,0.80275
0.61888,0.586,0.655,0.7375,0.87625,0.8135,0.80275
0.62003,0.58425,0.654,0.7375,0.87625,0.8135,0.80225
0.62118,0.583,0.653,0.7375,0.87625,0.8135,0.80175
0.62232,0.58175,0.652,0.7375,0.87625,0.8135,0.80175
0.62347,0.58025,0.651,0.7375,0.87625,0.8135,0.80175
0.62462,0.57975,0.64975,0.7375,0.87625,0.8135,0.80175
0.62615,0.579,0.64925,0.7375,0.87625,0.8135,0.80125
0.62729,0.57775,0.64875,0.7375,0.87625,0.8135,0.80125
0.62844,0.57725,0.64825,0.7375,0.87625,0.8135,0.80075
0.62959,0.57675,0.6475,0.7365,0.87625,0.8135,0.80075
0.63073,0.57575,0.647,0.735,0.87625,0.8135,0.80075
0.63188,0.57525,0.64675,0.7345,0.87625,0.8135,0.80075
0.63303,0.57425,0.646,0.7335,0.87625,0.8135,0.80075
0.63417,0.57275,0.64475,0.7325,0.87625,0.8135,0.80075
0.63532,0.571,0.64375,0.7315,0.87625,0.8135,0.80075
0.63647,0.569,0.64375,0.731,0.87625,0.8135,0.80025
0.63761,0.56625,0.6435,0.731,0.87625,0.8135,0.80025
0.63876,0.5635,0.64325,0.731,0.87625,0.8135,0.80025
0.63991,0.56125,0.64325,0.731,0.87625,0.8135,0.80025
0.64106,0.55925,0.643,0.731,0.87625,0.8135,0.80025
0.6422,0.558,0.643,0.731,0.87625,0.8135,0.80025
0.64335,0.5565,0.64275,0.731,0.87625,0.8135,0.8
0.6445,0.55575,0.64275,0.7305,0.87625,0.8135,0.79975
0.64564,0.55475,0.64275,0.7305,0.87625,0.8135,0.79975
0.64679,0.554,0.64275,0.7305,0.87625,0.8135,0.79975
0.64794,0.553,0.6425,0.7305,0.87625,0.8135,0.79975
0.64908,0.552,0.6425,0.7305,0.87625,0.8135,0.79975
0.65023,0.5515,0.64225,0.7305,0.87625,0.8135,0.79975
0.65138,0.5505,0.64225,0.7305,0.87625,0.8135,0.79975
0.65252,0.54975,0.642,0.73,0.87625,0.8135,0.79975
0.65367,0.54825,0.64175,0.73,0.87625,0.8135,0.7995
0.65482,0.5475,0.6415,0.73,0.876,0.8135,0.79925
0.65596,0.54725,0.6415,0.729,0.8755,0.8135,0.79925
0.65711,0.54575,0.64125,0.7285,0.87525,0.8135,0.79925
0.65826,0.54375,0.64125,0.7275,0.87475,0.8135,0.799
0.6594,0.54225,0.641,0.7265,0.874,0.8135,0.79875
0.66055,0.541,0.64075,0.726,0.87375,0.8135,0.79775
0.6617,0.539,0.6405,0.7245,0.87375,0.8135,0.79725
0.66323,0.53725,0.6405,0.7235,0.87375,0.8135,0.79725
0.66437,0.536,0.64025,0.7225,0.87375,0.8135,0.797
0.66552,0.53525,0.64025,0.7215,0.87375,0.8135,0.79675
0.66667,0.5345,0.63925,0.7205,0.87375,0.8135,0.79625
0.66781,0.5335,0.6385,0.719,0.87375,0.8135,0.79625
0.66896,0.53275,0.63775,0.7185,0.87375,0.8135,0.79625
0.67011,0.5315,0.63725,0.7175,0.87375,0.8135,0.79625
0.67125,0.5305,0.63625,0.716,0.87375,0.8135,0.79625
0.6724,0.529,0.63575,0.7145,0.87375,0.8135,0.796
0.67355,0.52775,0.635,0.7135,0.87375,0.8135,0.79575
0.67469,0.526,0.634,0.7125,0.87375,0.8135,0.79575
0.67584,0.524,0.633,0.7125,0.87375,0.8135,0.79575
0.67699,0.522,0.632,0.7125,0.87375,0.8135,0.7955
0.67813,0.5205,0.63075,0.712,0.87375,0.8135,0.7955
0.67928,0.519,0.63,0.712,0.87375,0.8135,0.79525
0.68043,0.5175,0.629,0.712,0.87375,0.8135,0.7945
0.68157,0.5165,0.629,0.7115,0.87375,0.8135,0.7945
0.68272,0.5155,0.62875,0.711,0.87375,0.8135,0.794
0.68387,0.5145,0.6285,0.711,0.87375,0.8135,0.794
0.68502,0.5135,0.6285,0.711,0.87375,0.8135,0.794
0.68616,0.512,0.62825,0.711,0.87375,0.8135,0.7935
0.68731,0.51075,0.628,0.711,0.87375,0.8135,0.79325
0.68846,0.5095,0.628,0.711,0.87375,0.8135,0.79275
0.6896,0.50875,0.62775,0.711,0.87375,0.8135,0.79225
0.69075,0.508,0.62775,0.711,0.87375,0.8135,0.79175
0.6919,0.50725,0.62775,0.711,0.87375,0.8135,0.79125
0.69304,0.50625,0.6275,0.7105,0.87375,0.8135,0.79075
0.69419,0.5055,0.62725,0.7105,0.87375,0.8135,0.79025
0.69534,0.504,0.62725,0.7105,0.87375,0.8135,0.78925
0.69648,0.5025,0.627,0.7105,0.87375,0.8135,0.78775
0.69763,0.50175,0.62675,0.7105,0.87375,0.8135,0.78475
0.69878,0.50075,0.62675,0.7105,0.87375,0.8135,0.78225
0.69992,0.499,0.6265,0.71,0.87375,0.8135,0.78025
0.70107,0.497,0.62625,0.71,0.87375,0.8135,0.7795
0.70222,0.49525,0.626,0.71,0.87375,0.8135,0.779
0.70336,0.4935,0.626,0.71,0.87375,0.8135,0.77875
0.70451,0.49175,0.62575,0.71,0.87375,0.8135,0.7785
0.70604,0.49,0.6255,0.71,0.87375,0.8135,0.778
0.70719,0.48825,0.62525,0.71,0.87375,0.8135,0.77775
0.70833,0.4865,0.62525,0.71,0.87375,0.8135,0.7775
0.70948,0.4845,0.625,0.71,0.87375,0.8135,0.777
0.71063,0.48275,0.625,0.71,0.87375,0.8135,0.776
0.71177,0.4805,0.62475,0.71,0.87375,0.8135,0.77525
0.71292,0.47925,0.62475,0.709,0.87375,0.8135,0.774
0.71407,0.47725,0.6245,0.709,0.87375,0.8135,0.773
0.71521,0.47375,0.62425,0.709,0.87375,0.8135,0.772
0.71636,0.47075,0.624,0.709,0.87375,0.8135,0.77075
0.71751,0.46775,0.624,0.709,0.87375,0.8135,0.768
0.71865,0.46425,0.62375,0.708,0.87375,0.8135,0.76575
0.7198,0.46025,0.62375,0.7065,0.87375,0.8135,0.76475
0.72057,0.45775,0.6235,0.705,0.87375,0.8135,0.7645
0.72171,0.4545,0.62325,0.705,0.87375,0.8135,0.76425
0.72286,0.45225,0.62325,0.705,0.87375,0.8135,0.7635
0.72401,0.4505,0.623,0.7045,0.87375,0.8135,0.7635
0.72515,0.447,0.62275,0.704,0.87375,0.8135,0.7635
0.7263,0.44475,0.6225,0.7035,0.87375,0.8135,0.7635
0.72745,0.442,0.62225,0.703,0.87375,0.8135,0.7635
0.72859,0.43925,0.62075,0.703,0.87375,0.8135,0.7635
0.72974,0.43625,0.61925,0.703,0.8735,0.8135,0.763
0.73089,0.43375,0.618,0.703,0.87325,0.8135,0.763
0.73203,0.4315,0.61725,0.703,0.873,0.8135,0.7625
0.73318,0.4285,0.61625,0.703,0.87275,0.8135,0.762
0.73433,0.42575,0.61575,0.703,0.8725,0.8135,0.76075
0.73547,0.4235,0.61525,0.703,0.872,0.8135,0.75925
0.73662,0.421,0.615,0.702,0.87175,0.8135,0.75875
0.73777,0.41875,0.614,0.701,0.8715,0.8135,0.7585
0.73891,0.417,0.61275,0.6995,0.87125,0.8135,0.75825
0.74006,0.4155,0.61125,0.699,0.871,0.8135,0.75825
0.74159,0.41375,0.60975,0.6975,0.87075,0.8135,0.758
0.74274,0.41075,0.60825,0.696,0.8705,0.8135,0.7575
0.74388,0.40775,0.60675,0.694,0.87025,0.8135,0.75625
0.74503,0.40375,0.6055,0.694,0.87,0.8135,0.75625
0.74618,0.40025,0.604,0.6935,0.86975,0.8135,0.75625
0.74732,0.39725,0.60275,0.6935,0.86975,0.8135,0.756
0.74847,0.39425,0.601,0.6935,0.8695,0.8135,0.75575
0.74962,0.39075,0.599,0.6935,0.86925,0.8135,0.7545
0.75076,0.3875,0.59725,0.6935,0.86925,0.8135,0.753
0.75191,0.38475,0.59525,0.6935,0.86925,0.8135,0.7515
0.75306,0.3825,0.5925,0.6935,0.869,0.8135,0.74925
0.7542,0.3805,0.58975,0.6935,0.869,0.8135,0.7465
0.75535,0.37875,0.58775,0.6935,0.86875,0.8135,0.74475
0.7565,0.3775,0.5855,0.6905,0.8685,0.8135,0.74425
0.75765,0.3755,0.58325,0.6885,0.86825,0.8135,0.74375
0.75879,0.37375,0.58125,0.6885,0.868,0.8135,0.74325
0.75994,0.371,0.5795,0.6885,0.86775,0.8135,0.74175
0.76109,0.368,0.57725,0.6885,0.8675,0.8135,0.741
0.76223,0.365,0.57575,0.6885,0.86725,0.8135,0.74075
0.76338,0.3625,0.57375,0.6885,0.867,0.8135,0.74075
0.76453,0.36,0.57225,0.6885,0.86675,0.8135,0.7405
0.76567,0.3575,0.57175,0.6885,0.8665,0.8135,0.7405
0.76682,0.35475,0.57125,0.6885,0.8665,0.8135,0.74
0.76797,0.35175,0.5705,0.6885,0.86625,0.8135,0.7395
0.76911,0.34775,0.57,0.6885,0.86475,0.8135,0.7375
0.77026,0.34525,0.5695,0.6885,0.86325,0.8135,0.736
0.77141,0.3425,0.569,0.6885,0.86125,0.8135,0.73325
0.77255,0.3395,0.56825,0.6885,0.8595,0.8135,0.73175
0.7737,0.3355,0.56775,0.6885,0.857,0.8135,0.7285
0.77485,0.33225,0.567,0.6885,0.85375,0.8135,0.726
0.77599,0.3295,0.56625,0.6885,0.85325,0.8135,0.72325
0.77714,0.32675,0.56525,0.6885,0.85325,0.8135,0.72225
0.77829,0.3245,0.56425,0.6885,0.853,0.8135,0.72125
0.77943,0.322,0.5635,0.6885,0.85275,0.8135,0.721
0.78058,0.32,0.56275,0.6885,0.85275,0.8135,0.721
0.78173,0.317,0.562,0.6885,0.85275,0.8135,0.721
0.78287,0.3145,0.56125,0.6885,0.85275,0.8135,0.721
0.78402,0.31225,0.56025,0.6885,0.85125,0.8135,0.721
0.78517,0.3095,0.55925,0.6885,0.8495,0.8135,0.721
0.78631,0.30725,0.55775,0.6885,0.84775,0.8135,0.721
0.78784,0.30425,0.55625,0.6885,0.84675,0.8135,0.721
0.78899,0.3005,0.555,0.6885,0.84675,0.8135,0.721
0.79014,0.297,0.5545,0.688,0.84675,0.8135,0.721
0.79128,0.293,0.55375,0.6865,0.8465,0.8135,0.721
0.79243,0.2895,0.55325,0.685,0.8465,0.8135,0.721
0.79358,0.28575,0.55275,0.6825,0.8465,0.8135,0.71975
0.79472,0.28275,0.55225,0.6805,0.8465,0.8135,0.71925
0.79587,0.27925,0.55125,0.6785,0.8465,0.8135,0.71725
0.79702,0.2765,0.55,0.6765,0.8465,0.8135,0.71675
0.79817,0.274,0.54725,0.676,0.84625,0.8135,0.71675
0.79931,0.2705,0.54425,0.674,0.84625,0.8135,0.71675
0.80046,0.26725,0.5415,0.6735,0.84625,0.8135,0.7165
0.80161,0.26475,0.53925,0.671,0.84625,0.8135,0.7165
0.80275,0.263,0.5365,0.6695,0.846,0.8135,0.7165
0.8039,0.2615,0.534,0.6685,0.846,0.8135,0.7165
0.80505,0.25875,0.531,0.666,0.846,0.8135,0.7165
0.80619,0.256,0.52825,0.6625,0.846,0.8135,0.7165
0.80734,0.25425,0.526,0.661,0.845,0.8135,0.7165
0.80849,0.25275,0.52375,0.659,0.8415,0.8135,0.7165
0.80963,0.25025,0.5215,0.657,0.838,0.8135,0.7165
0.81078,0.2475,0.5205,0.655,0.83475,0.8135,0.7165
0.81193,0.2455,0.519,0.6515,0.83225,0.8135,0.7165
0.81307,0.24275,0.5185,0.6505,0.8315,0.8135,0.7125
0.81422,0.2415,0.51525,0.6465,0.8315,0.8135,0.70825
0.81537,0.2395,0.5115,0.643,0.83075,0.8135,0.70325
0.81651,0.23675,0.508,0.6395,0.83,0.8135,0.6905
0.81766,0.23425,0.5045,0.6385,0.82925,0.8135,0.67925
0.81881,0.23175,0.50075,0.6385,0.82875,0.8135,0.6685
0.81995,0.22875,0.497,0.638,0.82825,0.8135,0.66325
0.8211,0.22575,0.493,0.638,0.82775,0.81325,0.6625
0.82225,0.222,0.49,0.6375,0.827,0.81325,0.66225
0.82339,0.219,0.487,0.637,0.8265,0.81325,0.66225
0.82454,0.217,0.48425,0.6315,0.826,0.81325,0.65975
0.82569,0.21525,0.481,0.6225,0.82525,0.81325,0.6565
0.82683,0.212,0.47825,0.6185,0.824,0.81325,0.6495
0.82836,0.2105,0.47475,0.618,0.82175,0.81325,0.64325
0.82951,0.20975,0.47125,0.6155,0.81575,0.81325,0.64
0.83066,0.2075,0.46775,0.6125,0.81025,0.81325,0.63675
0.8318,0.20475,0.464,0.609,0.804,0.81325,0.63625
0.83295,0.20225,0.46,0.609,0.79725,0.813,0.63575
0.8341,0.19925,0.4565,0.6075,0.79225,0.813,0.63475
0.83524,0.198,0.45275,0.6005,0.7895,0.813,0.6335
0.83639,0.19525,0.447,0.592,0.78325,0.813,0.63275
0.83754,0.19225,0.444,0.5885,0.776,0.813,0.63175
0.83869,0.18875,0.4405,0.5835,0.7715,0.813,0.63025
0.83983,0.18675,0.4375,0.576,0.76575,0.813,0.629
