Prop_lost,median1,median2
0.96177,0.07825,0.07275
0.9633,0.07775,0.071
0.96445,0.07575,0.06925
0.9656,0.07475,0.068
0.96674,0.0735,0.0665
0.96789,0.072,0.06575
0.96942,0.071,0.0655
0.97057,0.06975,0.06375
0.97171,0.0685,0.06275
0.97324,0.0665,0.06125
0.97439,0.0645,0.05975
0.97554,0.06225,0.05825
0.97668,0.0575,0.0575
0.97821,0.0535,0.055
0.97936,0.0495,0.053
0.98089,0.046,0.05125
0.98203,0.0425,0.048
0.98318,0.03925,0.04625
0.98471,0.03625,0.043
0.98586,0.0335,0.0405
0.987,0.0305,0.03675
0.98853,0.0275,0.033
0.98968,0.02475,0.03
0.99083,0.02125,0.02675
0.99197,0.01825,0.024
0.99312,0.0155,0.0205
0.99427,0.0125,0.017
0.99541,0.00975,0.01375
0.99656,0.007,0.01075
0.99771,0.0045,0.007
0.99885,0.002,0.0035
1,0,0
1,0,0
