"pr_rem" "variant" "value"
85.178 "global2000" 99.7586486682947
85.068 "global2000" 99.7530299071333
84.956 "global2000" 99.747268712341
84.845 "global2000" 99.7418316768465
84.735 "global2000" 99.7363111457754
84.622 "global2000" 99.7300538890275
84.511 "global2000" 99.7241109685683
84.399 "global2000" 99.7182122516497
84.289 "global2000" 99.7124510568576
84.183 "global2000" 99.706763534633
84.08 "global2000" 99.7010268973632
83.97 "global2000" 99.6950004813275
83.862 "global2000" 99.6888070741382
83.761 "global2000" 99.6830262333278
83.648 "global2000" 99.6750646845144
83.535 "global2000" 99.6663713215286
83.427 "global2000" 99.6588223390942
83.327 "global2000" 99.6526829584546
83.227 "global2000" 99.6462439760397
83.118 "global2000" 99.6386753475872
83.011 "global2000" 99.6316911881715
82.904 "global2000" 99.6249182234499
82.792 "global2000" 99.6170057896815
82.683 "global2000" 99.6101149488516
82.577 "global2000" 99.6035335328059
82.466 "global2000" 99.5966377804714
82.354 "global2000" 99.5895013644159
82.237 "global2000" 99.5816478687017
82.124 "global2000" 99.5733081340409
81.999 "global2000" 99.5618201249879
81.878 "global2000" 99.5511326911705
81.763 "global2000" 99.5432399034201
81.652 "global2000" 99.5351850360209
81.537 "global2000" 99.5272333102166
81.424 "global2000" 99.5196794162775
81.317 "global2000" 99.5123465400415
81.209 "global2000" 99.5050333098236
81.101 "global2000" 99.4978330442094
80.992 "global2000" 99.4909962299291
80.885 "global2000" 99.4838843713962
80.778 "global2000" 99.4764188845384
80.676 "global2000" 99.4695182206995
80.579 "global2000" 99.4632462294379
80.474 "global2000" 99.4560803443554
80.372 "global2000" 99.4486197690021
80.267 "global2000" 99.4414784414421
80.166 "global2000" 99.43450901654
80.059 "global2000" 99.4270189721597
79.945 "global2000" 99.4176281755332
79.837 "global2000" 99.4101626886754
79.726 "global2000" 99.4017050779062
79.613 "global2000" 99.3928938388122
79.506 "global2000" 99.3848929979627
79.394 "global2000" 99.3760080863009
79.278 "global2000" 99.3671182631349
79.171 "global2000" 99.3594268470695
79.063 "global2000" 99.3516372009139
78.958 "global2000" 99.3438131742267
78.856 "global2000" 99.3361757847111
78.755 "global2000" 99.328170032357
78.653 "global2000" 99.3205031738142
78.549 "global2000" 99.3125661825233
78.439 "global2000" 99.3037303859067
78.332 "global2000" 99.2955920229309
78.222 "global2000" 99.2860931732051
78.11 "global2000" 99.2756906066494
77.994 "global2000" 99.2630925975768
77.88 "global2000" 99.253303969085
77.77 "global2000" 99.2435055175841
77.656 "global2000" 99.2330685704968
77.545 "global2000" 99.2229410481936
77.434 "global2000" 99.2131033046567
77.316 "global2000" 99.2022095876497
77.205 "global2000" 99.1924013131399
77.089 "global2000" 99.1806579058523
76.978 "global2000" 99.1700490561071
76.866 "global2000" 99.1592093656497
76.753 "global2000" 99.1478588787232
76.638 "global2000" 99.1356488785071
76.527 "global2000" 99.124917241149
76.412 "global2000" 99.1123585241125
76.299 "global2000" 99.1008115770055
76.187 "global2000" 99.0882675944825
76.072 "global2000" 99.0762884349785
75.963 "global2000" 99.0650705586738
75.849 "global2000" 99.0535874611254
75.734 "global2000" 99.0417752927747
75.62 "global2000" 99.0294228589279
75.502 "global2000" 99.0170704250809
75.383 "global2000" 99.0054792744333
75.269 "global2000" 98.9939568848488
75.159 "global2000" 98.9829354687245
75.045 "global2000" 98.9706812649678
74.925 "global2000" 98.9575577249125
74.809 "global2000" 98.94495971584
74.695 "global2000" 98.9335208218322
74.582 "global2000" 98.9210750693995
74.465 "global2000" 98.9078975027946
74.357 "global2000" 98.8963751132102
74.243 "global2000" 98.8840079448497
74.131 "global2000" 98.8714492278133
74.018 "global2000" 98.8584337408572
73.903 "global2000" 98.8460076344426
73.791 "global2000" 98.8325108200444
73.677 "global2000" 98.8200208640711
73.557 "global2000" 98.8057676779781
73.443 "global2000" 98.792914270671
73.327 "global2000" 98.7787003766141
73.215 "global2000" 98.7648548453957
73.093 "global2000" 98.7470211725136
72.978 "global2000" 98.7326599333215
72.857 "global2000" 98.7169922339291
72.739 "global2000" 98.7022478973849
72.622 "global2000" 98.6865409059564
72.505 "global2000" 98.67106475524
72.386 "global2000" 98.6559422328486
72.269 "global2000" 98.6416497547194
72.148 "global2000" 98.626124488958
72.032 "global2000" 98.6113015683416
71.912 "global2000" 98.5960857273644
71.795 "global2000" 98.5804425854945
71.679 "global2000" 98.5660960808159
71.559 "global2000" 98.5496916557468
71.444 "global2000" 98.5358559475372
71.327 "global2000" 98.5191175401613
71.209 "global2000" 98.5028064336779
71.087 "global2000" 98.4861122298426
70.967 "global2000" 98.4698895304405
70.853 "global2000" 98.4546638664542
70.732 "global2000" 98.437355724555
70.617 "global2000" 98.4211428481618
70.5 "global2000" 98.4027197947383
70.381 "global2000" 98.3854656793887
70.261 "global2000" 98.3679512543
70.141 "global2000" 98.3508002805452
70.025 "global2000" 98.3345481121158
69.909 "global2000" 98.318030722443
69.793 "global2000" 98.3011253239137
69.676 "global2000" 98.2841511643213
69.562 "global2000" 98.2667005887912
69.44 "global2000" 98.2487343052873
69.321 "global2000" 98.2287935969697
69.201 "global2000" 98.2091917824635
69.08 "global2000" 98.1897029325611
68.963 "global2000" 98.1705480649655
68.844 "global2000" 98.1508283743509
68.726 "global2000" 98.1318110288816
68.608 "global2000" 98.1101562054895
68.494 "global2000" 98.0920671343728
68.373 "global2000" 98.0704417800078
68.255 "global2000" 98.0511543017904
68.136 "global2000" 98.0311251863916
68.021 "global2000" 98.0126775754456
67.9 "global2000" 97.9911651856844
67.784 "global2000" 97.9711360702856
67.67 "global2000" 97.9523102734922
67.546 "global2000" 97.9268932376441
67.416 "global2000" 97.8959802282474
67.296 "global2000" 97.87337257298
67.173 "global2000" 97.8497236787561
67.048 "global2000" 97.824660271233
66.928 "global2000" 97.8001371292059
66.81 "global2000" 97.77982805805
66.693 "global2000" 97.7568864204758
66.575 "global2000" 97.7342934997219
66.461 "global2000" 97.7129824816456
66.336 "global2000" 97.687540888275
66.223 "global2000" 97.6662151356852
66.096 "global2000" 97.639260798925
65.978 "global2000" 97.613883055113
65.852 "global2000" 97.5892764175093
65.731 "global2000" 97.5641393374184
65.605 "global2000" 97.5340514607796
65.482 "global2000" 97.5073967257946
65.356 "global2000" 97.4792243359155
65.236 "global2000" 97.4541511053832
65.109 "global2000" 97.4269413703883
64.987 "global2000" 97.4000803522138
64.867 "global2000" 97.3746436703476
64.746 "global2000" 97.3487011035168
64.628 "global2000" 97.3228960588123
64.502 "global2000" 97.2940704388331
64.379 "global2000" 97.2644245976005
64.253 "global2000" 97.2363209687844
64.129 "global2000" 97.2088558355549
64.004 "global2000" 97.1780852597891
63.879 "global2000" 97.1464207902022
63.75 "global2000" 97.1135677365233
63.624 "global2000" 97.0831311430643
63.506 "global2000" 97.0573801249093
63.38 "global2000" 97.027419947388
63.254 "global2000" 96.9947044158354
63.128 "global2000" 96.9631676453658
63.004 "global2000" 96.9320630872931
62.878 "global2000" 96.8965381751599
62.745 "global2000" 96.8573787496882
62.614 "global2000" 96.8197222445968
62.485 "global2000" 96.7847425094645
62.362 "global2000" 96.7548707390242
62.237 "global2000" 96.7223172871207
62.11 "global2000" 96.6879072865116
61.978 "global2000" 96.6472596751728
61.845 "global2000" 96.6090432585672
61.725 "global2000" 96.5782039217381
61.595 "global2000" 96.5431848945696
61.472 "global2000" 96.5088387435192
61.344 "global2000" 96.4731763092597
61.214 "global2000" 96.4362565298452
61.088 "global2000" 96.4009722814331
60.961 "global2000" 96.3649611303533
60.838 "global2000" 96.3311257757721
60.713 "global2000" 96.2964800229466
60.58 "global2000" 96.2601545355779
60.453 "global2000" 96.2250078092921
60.323 "global2000" 96.1894239591049
60.192 "global2000" 96.1466349317988
60.064 "global2000" 96.1104273205385
59.933 "global2000" 96.071847452599
59.8 "global2000" 96.0309051509894
59.672 "global2000" 95.995483380451
59.546 "global2000" 95.9587011231629
59.423 "global2000" 95.9252292199156
59.287 "global2000" 95.8823370510149
59.157 "global2000" 95.8424163423436
59.025 "global2000" 95.8022647929605
58.905 "global2000" 95.7672801463235
58.777 "global2000" 95.7291521367992
58.644 "global2000" 95.6883571803248
58.513 "global2000" 95.6463294362182
58.38 "global2000" 95.6039824443182
58.25 "global2000" 95.5636786382952
58.115 "global2000" 95.5187580180311
57.988 "global2000" 95.4806643890383
57.853 "global2000" 95.4340001846726
57.714 "global2000" 95.3779844757164
57.58 "global2000" 95.3339282802466
57.458 "global2000" 95.2996852707909
57.324 "global2000" 95.2551821284103
57.196 "global2000" 95.2141759772421
57.061 "global2000" 95.1694076136179
56.928 "global2000" 95.1255920818689
56.797 "global2000" 95.0816979660478
56.665 "global2000" 95.0383293812094
56.531 "global2000" 94.9918272564925
56.395 "global2000" 94.9425894237626
56.261 "global2000" 94.8975607503993
56.13 "global2000" 94.8523012363239
55.994 "global2000" 94.8040260584784
55.859 "global2000" 94.7540515000717
55.727 "global2000" 94.7074609682736
55.593 "global2000" 94.6590679143198
55.459 "global2000" 94.6107730904561
55.32 "global2000" 94.5615941957804
55.183 "global2000" 94.5082945488194
55.045 "global2000" 94.4523967159716
54.907 "global2000" 94.3969310955209
54.774 "global2000" 94.3487737937836
54.638 "global2000" 94.2946293680466
54.501 "global2000" 94.2447186591985
54.365 "global2000" 94.1906921095698
54.235 "global2000" 94.1406144095684
54.095 "global2000" 94.0871526829584
53.957 "global2000" 94.0331850713838
53.823 "global2000" 93.9806221500995
53.688 "global2000" 93.9264335208218
53.555 "global2000" 93.8750739181428
53.422 "global2000" 93.8232821030669
53.285 "global2000" 93.7688871905997
53.149 "global2000" 93.7139372781228
53.01 "global2000" 93.6617328966679
52.871 "global2000" 93.6037771434297
52.734 "global2000" 93.546882275166
52.597 "global2000" 93.4886858582068
52.461 "global2000" 93.4291387775068
52.321 "global2000" 93.3720327145492
52.183 "global2000" 93.3098972709716
52.046 "global2000" 93.251966075256
51.91 "global2000" 93.1922127113666
51.769 "global2000" 93.1304210731048
51.634 "global2000" 93.071998726938
51.499 "global2000" 93.0143916905202
51.357 "global2000" 92.9497759371641
51.214 "global2000" 92.8862308917917
51.074 "global2000" 92.8215316428589
50.942 "global2000" 92.7632369958094
50.797 "global2000" 92.6912196051544
50.659 "global2000" 92.6285046040443
50.519 "global2000" 92.5592720364473
50.379 "global2000" 92.4948527432717
50.238 "global2000" 92.4261211491349
50.099 "global2000" 92.360547652399
49.962 "global2000" 92.2977147751808
49.828 "global2000" 92.2352257032783
49.69 "global2000" 92.1707769410757
49.549 "global2000" 92.1029932673096
49.408 "global2000" 92.0374492396009
49.27 "global2000" 91.9716056101169
49.128 "global2000" 91.8998239716783
48.986 "global2000" 91.8276395898697
48.85 "global2000" 91.7607645444383
48.708 "global2000" 91.6894494989283
48.569 "global2000" 91.6183358251033
48.423 "global2000" 91.54021343434
48.283 "global2000" 91.4677147162428
48.142 "global2000" 91.3989340070607
48 "global2000" 91.3240384747618
47.862 "global2000" 91.255798031076
47.717 "global2000" 91.1750921889396
47.577 "global2000" 91.1015374973723
47.436 "global2000" 91.0295937792848
47.302 "global2000" 90.9609211232022
47.163 "global2000" 90.8912759892261
47.02 "global2000" 90.8164590409993
46.879 "global2000" 90.743356207847
46.737 "global2000" 90.6660589498417
46.597 "global2000" 90.5923618246436
46.457 "global2000" 90.5160517790451
46.315 "global2000" 90.4386759369677
46.175 "global2000" 90.3650770418598
46.036 "global2000" 90.2886933236937
45.897 "global2000" 90.2144117294586
45.755 "global2000" 90.1376350909316
45.618 "global2000" 90.0629458418221
45.476 "global2000" 89.9820238934871
45.333 "global2000" 89.9042158390127
45.201 "global2000" 89.8330776076651
45.064 "global2000" 89.7609276063881
44.922 "global2000" 89.6818867642811
44.775 "global2000" 89.5984304796182
44.633 "global2000" 89.519473133088
44.503 "global2000" 89.4471757866757
44.361 "global2000" 89.3645986613203
44.218 "global2000" 89.2826993235876
44.076 "global2000" 89.2012420212609
43.936 "global2000" 89.1201825507996
43.793 "global2000" 89.0330033457168
43.651 "global2000" 88.9517375920662
43.507 "global2000" 88.8673333870324
43.37 "global2000" 88.7916913060476
43.231 "global2000" 88.7097919683149
43.086 "global2000" 88.6210017897523
42.943 "global2000" 88.5344168767153
42.805 "global2000" 88.4576795302243
42.661 "global2000" 88.3661389091351
42.522 "global2000" 88.2827513855354
42.386 "global2000" 88.1983029769611
42.244 "global2000" 88.1116149223294
42.101 "global2000" 88.0255604517799
41.954 "global2000" 87.9302969102707
41.812 "global2000" 87.8411236343562
41.669 "global2000" 87.7533550487319
41.527 "global2000" 87.6656011976212
41.389 "global2000" 87.5769436296804
41.245 "global2000" 87.4839786722828
41.104 "global2000" 87.3936708388261
40.959 "global2000" 87.2995516778682
40.818 "global2000" 87.211149508162
40.677 "global2000" 87.1133467188203
40.535 "global2000" 87.0222481331371
40.388 "global2000" 86.9207666269162
40.243 "global2000" 86.8230669791694
40.098 "global2000" 86.7285352518325
39.956 "global2000" 86.637520161726
39.813 "global2000" 86.542929496335
39.667 "global2000" 86.4425923706654
39.526 "global2000" 86.352038961983
39.382 "global2000" 86.2509896681591
39.237 "global2000" 86.1495228964517
39.095 "global2000" 86.0528792221748
38.947 "global2000" 85.9507886893945
38.801 "global2000" 85.8474801034952
38.654 "global2000" 85.7404338626626
38.517 "global2000" 85.6463294362183
38.37 "global2000" 85.5463852309094
38.225 "global2000" 85.441146423737
38.076 "global2000" 85.3346846519413
37.931 "global2000" 85.2289448713088
37.787 "global2000" 85.1233327897936
37.64 "global2000" 85.0163946020601
37.492 "global2000" 84.9056696443482
37.353 "global2000" 84.8076507488079
37.204 "global2000" 84.689985835221
37.06 "global2000" 84.577590965975
36.916 "global2000" 84.4741350349404
36.77 "global2000" 84.3717596348984
36.618 "global2000" 84.2572282611898
36.472 "global2000" 84.146311754802
36.324 "global2000" 84.0343048944124
36.175 "global2000" 83.9207361755883
36.027 "global2000" 83.8084444479371
35.877 "global2000" 83.6925427644697
35.735 "global2000" 83.5868324528642
35.592 "global2000" 83.4808520085107
35.442 "global2000" 83.365014174602
35.292 "global2000" 83.2359447475388
35.142 "global2000" 83.1195175330888
34.995 "global2000" 83.0048437257495
34.85 "global2000" 82.8891385024626
34.708 "global2000" 82.7784184562552
34.559 "global2000" 82.6578361089882
34.409 "global2000" 82.5368853988829
34.263 "global2000" 82.4166566799408
34.112 "global2000" 82.2901461467282
33.963 "global2000" 82.1591121178603
33.809 "global2000" 82.0212314517032
33.658 "global2000" 81.8886945024548
33.506 "global2000" 81.7604207391225
33.358 "global2000" 81.6394994980442
33.211 "global2000" 81.5104055134585
33.062 "global2000" 81.3801867943395
32.917 "global2000" 81.2598401992892
32.768 "global2000" 81.1315271439209
32.619 "global2000" 81.0053898850511
32.466 "global2000" 80.8700681127446
32.317 "global2000" 80.7388867387413
32.169 "global2000" 80.6075629311073
32.019 "global2000" 80.4685329728944
31.872 "global2000" 80.3360696962136
31.72 "global2000" 80.2008166849702
31.57 "global2000" 80.0625725674791
31.421 "global2000" 79.9258215473596
31.267 "global2000" 79.773854686263
31.116 "global2000" 79.6379484449194
30.965 "global2000" 79.4953281769085
