Prop_lost,median1,median2,median3,median4,median5,median6
0.38761,0.885,0.892,0.914,0.9335,0.85,0.9245
0.38876,0.8845,0.8915,0.914,0.9335,0.85,0.9245
0.38991,0.884,0.891,0.914,0.9335,0.85,0.9245
0.39106,0.8835,0.8905,0.914,0.9335,0.85,0.9245
0.3922,0.8835,0.8905,0.913,0.9335,0.85,0.9245
0.39335,0.883,0.8905,0.913,0.9335,0.85,0.9245
0.3945,0.8825,0.8905,0.913,0.9335,0.85,0.9245
0.39564,0.882,0.8905,0.913,0.9335,0.85,0.9245
0.39679,0.8815,0.8905,0.913,0.9335,0.85,0.9245
0.39755,0.8805,0.8905,0.913,0.9335,0.85,0.9245
0.3987,0.88,0.8905,0.913,0.9335,0.85,0.9245
0.39985,0.8795,0.8905,0.913,0.9335,0.85,0.9245
0.40099,0.879,0.8905,0.913,0.9335,0.85,0.9245
0.40214,0.878,0.8905,0.913,0.9335,0.85,0.924
0.40329,0.877,0.8905,0.913,0.9335,0.85,0.924
0.40443,0.876,0.8905,0.913,0.9335,0.85,0.924
0.40558,0.875,0.8905,0.913,0.9335,0.85,0.924
0.40673,0.8745,0.8905,0.913,0.9335,0.85,0.924
0.40787,0.8745,0.8905,0.913,0.9335,0.85,0.924
0.40902,0.874,0.8905,0.913,0.9335,0.85,0.924
0.40979,0.8725,0.8905,0.913,0.9335,0.85,0.924
0.41093,0.8705,0.8905,0.913,0.9335,0.85,0.924
0.41208,0.869,0.89,0.913,0.9335,0.85,0.924
0.41323,0.8685,0.89,0.913,0.9335,0.85,0.924
0.41437,0.868,0.89,0.913,0.9335,0.85,0.924
0.41552,0.8675,0.89,0.913,0.9335,0.85,0.924
0.41667,0.866,0.8895,0.913,0.933,0.85,0.924
0.41781,0.8645,0.8895,0.913,0.932,0.85,0.924
0.41896,0.8635,0.8895,0.913,0.931,0.85,0.924
0.42011,0.863,0.8895,0.913,0.93,0.85,0.924
0.42125,0.862,0.8895,0.913,0.929,0.85,0.924
0.4224,0.861,0.8895,0.913,0.9285,0.85,0.924
0.42355,0.86,0.8895,0.912,0.928,0.85,0.924
0.42431,0.86,0.8895,0.912,0.9275,0.85,0.924
0.42546,0.859,0.8895,0.912,0.9265,0.85,0.924
0.42661,0.858,0.8895,0.911,0.926,0.85,0.924
0.42775,0.8575,0.8895,0.911,0.9255,0.85,0.924
0.4289,0.8575,0.8895,0.911,0.9245,0.85,0.924
0.43005,0.8565,0.8895,0.911,0.924,0.85,0.924
0.43119,0.8555,0.889,0.911,0.9235,0.85,0.924
0.43234,0.854,0.889,0.91,0.923,0.85,0.924
0.43349,0.8535,0.889,0.91,0.9225,0.85,0.924
0.43463,0.8535,0.889,0.91,0.922,0.85,0.924
0.43578,0.8535,0.889,0.91,0.9215,0.85,0.924
0.43693,0.853,0.889,0.91,0.9215,0.85,0.924
0.43807,0.8525,0.889,0.91,0.9215,0.85,0.924
0.43922,0.8515,0.889,0.909,0.9215,0.85,0.924
0.44037,0.851,0.889,0.909,0.9215,0.85,0.924
0.44151,0.8505,0.889,0.908,0.9215,0.85,0.924
0.44266,0.8495,0.889,0.907,0.9215,0.85,0.924
0.44343,0.849,0.889,0.907,0.9215,0.85,0.924
0.44457,0.848,0.889,0.906,0.9215,0.85,0.924
0.44572,0.848,0.889,0.905,0.9215,0.85,0.924
0.44687,0.848,0.8885,0.905,0.9215,0.85,0.924
0.44801,0.848,0.8885,0.904,0.9215,0.85,0.924
0.44916,0.846,0.8885,0.904,0.9215,0.85,0.924
0.45031,0.845,0.8885,0.904,0.9215,0.85,0.924
0.45145,0.844,0.8885,0.903,0.9215,0.85,0.924
0.45222,0.843,0.8885,0.903,0.9215,0.85,0.924
0.45336,0.842,0.8885,0.902,0.9215,0.85,0.924
0.45451,0.841,0.888,0.902,0.9215,0.85,0.9235
0.45566,0.84,0.888,0.901,0.9215,0.85,0.923
0.4568,0.839,0.888,0.901,0.9215,0.85,0.9225
0.45795,0.8385,0.888,0.9,0.9215,0.85,0.922
0.45872,0.838,0.888,0.9,0.9215,0.85,0.9215
0.45986,0.8365,0.887,0.9,0.9215,0.85,0.9205
0.46101,0.8355,0.887,0.9,0.9215,0.85,0.9195
0.46216,0.835,0.8865,0.9,0.9215,0.85,0.9185
0.4633,0.8345,0.8865,0.9,0.9215,0.85,0.918
0.46445,0.834,0.886,0.9,0.9215,0.85,0.9175
0.4656,0.833,0.8855,0.9,0.9215,0.85,0.917
0.46674,0.8325,0.885,0.9,0.9215,0.85,0.9165
0.46789,0.8315,0.885,0.9,0.9215,0.85,0.9165
0.46904,0.831,0.8845,0.9,0.9215,0.85,0.9165
0.47018,0.8305,0.8845,0.9,0.9215,0.85,0.9165
0.47133,0.8305,0.8845,0.9,0.9215,0.85,0.9155
0.47248,0.83,0.884,0.9,0.9215,0.85,0.9155
0.47362,0.8295,0.884,0.898,0.9215,0.85,0.9155
0.47477,0.8295,0.884,0.897,0.9215,0.85,0.9155
0.47592,0.8295,0.8835,0.895,0.9215,0.85,0.9155
0.47706,0.829,0.8835,0.893,0.9215,0.85,0.9155
0.47821,0.829,0.883,0.891,0.9215,0.85,0.9155
0.47936,0.829,0.8825,0.89,0.9215,0.85,0.9155
0.48012,0.8285,0.8825,0.89,0.9215,0.85,0.9155
0.48127,0.8285,0.882,0.889,0.9215,0.85,0.9155
0.48242,0.8285,0.882,0.888,0.9215,0.85,0.9155
0.48356,0.828,0.882,0.888,0.9215,0.85,0.9155
0.48471,0.828,0.882,0.888,0.9215,0.85,0.9155
0.48586,0.8275,0.882,0.888,0.9215,0.85,0.9155
0.487,0.827,0.8815,0.888,0.9215,0.85,0.9155
0.48815,0.8255,0.8815,0.888,0.9215,0.85,0.9155
0.4893,0.8245,0.8815,0.888,0.921,0.85,0.9155
0.49044,0.823,0.8805,0.888,0.9205,0.85,0.9155
0.49159,0.822,0.88,0.888,0.9205,0.85,0.9155
0.49274,0.822,0.879,0.888,0.92,0.85,0.9155
0.49388,0.822,0.8785,0.887,0.92,0.85,0.9155
0.49503,0.822,0.878,0.887,0.9195,0.85,0.9155
0.49618,0.822,0.8775,0.887,0.9185,0.85,0.9155
0.49732,0.822,0.877,0.887,0.918,0.85,0.9155
0.49847,0.822,0.877,0.887,0.917,0.85,0.9155
0.49962,0.821,0.8765,0.886,0.9165,0.85,0.9155
0.50076,0.821,0.8765,0.886,0.916,0.85,0.9155
0.50191,0.821,0.8765,0.886,0.9155,0.85,0.9155
0.50306,0.821,0.8765,0.886,0.915,0.85,0.9155
0.5042,0.821,0.8765,0.886,0.914,0.85,0.9155
0.50535,0.821,0.8765,0.886,0.9135,0.85,0.9155
0.5065,0.821,0.8765,0.886,0.9125,0.85,0.9155
0.50765,0.821,0.8765,0.886,0.912,0.85,0.9155
0.50879,0.821,0.8765,0.886,0.911,0.85,0.9155
0.50994,0.821,0.8765,0.886,0.911,0.85,0.9155
0.51109,0.821,0.8765,0.886,0.911,0.85,0.9155
0.51223,0.821,0.8765,0.886,0.911,0.85,0.9155
0.51338,0.821,0.8765,0.886,0.911,0.85,0.9155
0.51453,0.819,0.8765,0.886,0.911,0.85,0.9155
0.51567,0.816,0.875,0.886,0.911,0.85,0.9155
0.51682,0.8145,0.875,0.886,0.911,0.85,0.9155
0.51797,0.8135,0.875,0.886,0.911,0.85,0.9155
0.51911,0.8135,0.875,0.886,0.911,0.85,0.9155
0.52026,0.8135,0.875,0.886,0.911,0.85,0.9155
0.52141,0.813,0.875,0.886,0.911,0.85,0.9155
0.52255,0.8115,0.875,0.886,0.911,0.85,0.9155
0.5237,0.8095,0.875,0.886,0.911,0.85,0.9155
0.52485,0.8065,0.875,0.886,0.911,0.85,0.9155
0.52599,0.8055,0.875,0.886,0.911,0.85,0.9155
0.52714,0.804,0.875,0.886,0.911,0.85,0.9155
0.52829,0.802,0.875,0.886,0.911,0.85,0.9155
0.52943,0.799,0.875,0.886,0.911,0.85,0.9155
0.53058,0.7965,0.875,0.886,0.911,0.85,0.9155
0.53211,0.796,0.875,0.886,0.911,0.85,0.9155
0.53326,0.7955,0.875,0.886,0.911,0.85,0.9155
0.5344,0.7955,0.875,0.886,0.911,0.85,0.9155
0.53555,0.7925,0.875,0.886,0.911,0.85,0.9155
0.5367,0.792,0.875,0.886,0.911,0.85,0.9155
0.53784,0.792,0.875,0.886,0.911,0.85,0.9155
0.53899,0.792,0.875,0.886,0.911,0.85,0.9155
0.54014,0.792,0.875,0.886,0.911,0.85,0.9155
0.54128,0.7905,0.875,0.886,0.911,0.85,0.9155
0.54243,0.7885,0.875,0.886,0.911,0.85,0.9155
0.54358,0.785,0.875,0.886,0.911,0.85,0.9155
0.54472,0.783,0.875,0.886,0.911,0.85,0.9155
0.54587,0.7805,0.875,0.886,0.911,0.85,0.9155
0.54702,0.777,0.875,0.886,0.911,0.85,0.9155
0.54855,0.7745,0.875,0.886,0.911,0.85,0.9155
0.54969,0.773,0.875,0.886,0.911,0.85,0.9155
0.55046,0.771,0.875,0.886,0.911,0.85,0.9155
0.55161,0.7695,0.875,0.886,0.911,0.85,0.9155
0.55275,0.768,0.875,0.886,0.911,0.85,0.9155
0.5539,0.7655,0.875,0.886,0.911,0.85,0.9155
0.55505,0.764,0.875,0.886,0.911,0.85,0.9155
0.55619,0.762,0.875,0.886,0.911,0.85,0.9155
0.55734,0.759,0.875,0.886,0.911,0.85,0.9155
0.55849,0.7565,0.875,0.886,0.911,0.85,0.9155
0.55963,0.7535,0.875,0.886,0.911,0.85,0.9155
0.56078,0.7525,0.875,0.886,0.911,0.85,0.9155
0.56193,0.751,0.875,0.886,0.911,0.85,0.9155
0.56307,0.75,0.875,0.886,0.911,0.85,0.9155
0.56422,0.7495,0.875,0.886,0.911,0.85,0.9155
0.56537,0.7485,0.875,0.886,0.911,0.85,0.9155
0.56651,0.748,0.875,0.886,0.911,0.85,0.9155
0.56766,0.7475,0.875,0.886,0.911,0.85,0.9155
0.56881,0.7475,0.875,0.886,0.911,0.85,0.9155
0.56995,0.747,0.875,0.886,0.911,0.85,0.9155
0.5711,0.747,0.875,0.886,0.911,0.85,0.9155
0.57263,0.7465,0.875,0.886,0.911,0.85,0.9155
0.57378,0.7455,0.875,0.886,0.911,0.85,0.9155
0.57492,0.745,0.875,0.886,0.911,0.85,0.9155
0.57607,0.744,0.875,0.886,0.911,0.85,0.9155
0.57722,0.7405,0.875,0.886,0.911,0.85,0.9155
0.57836,0.739,0.875,0.886,0.911,0.85,0.9155
0.57951,0.738,0.8745,0.886,0.911,0.85,0.9155
0.58066,0.736,0.8745,0.886,0.911,0.85,0.9155
0.5818,0.7355,0.8745,0.886,0.911,0.85,0.9155
0.58295,0.735,0.8745,0.886,0.911,0.85,0.9155
0.5841,0.7345,0.8745,0.886,0.911,0.85,0.9155
0.58524,0.7335,0.8745,0.886,0.911,0.85,0.9155
0.58677,0.733,0.8745,0.886,0.911,0.85,0.9155
0.58792,0.7325,0.874,0.886,0.911,0.85,0.9155
0.58907,0.731,0.873,0.886,0.911,0.85,0.9155
0.59021,0.7295,0.8725,0.886,0.911,0.85,0.9155
0.59136,0.728,0.872,0.886,0.911,0.85,0.9155
0.59251,0.7265,0.8715,0.886,0.911,0.85,0.9155
0.59365,0.7245,0.871,0.886,0.911,0.85,0.9155
0.5948,0.722,0.871,0.886,0.911,0.85,0.9155
0.59595,0.72,0.8705,0.886,0.911,0.85,0.9155
0.59709,0.719,0.8705,0.886,0.911,0.85,0.9155
0.59862,0.7175,0.8695,0.886,0.911,0.85,0.9155
0.59977,0.717,0.8675,0.886,0.9105,0.85,0.9155
0.60092,0.7165,0.864,0.886,0.9105,0.85,0.9155
0.60206,0.7155,0.862,0.886,0.9105,0.85,0.9155
0.60321,0.713,0.8615,0.886,0.9105,0.85,0.9155
0.60436,0.711,0.861,0.886,0.9105,0.85,0.9155
0.6055,0.71,0.8605,0.886,0.9105,0.85,0.9155
0.60665,0.7095,0.8605,0.886,0.9105,0.85,0.9155
0.6078,0.7085,0.86,0.886,0.9105,0.85,0.9155
0.60894,0.7075,0.859,0.886,0.9105,0.85,0.9155
0.61009,0.7065,0.8585,0.886,0.9105,0.85,0.9155
0.61124,0.7055,0.858,0.886,0.9105,0.85,0.9155
0.61239,0.7045,0.8575,0.886,0.9105,0.85,0.9155
0.61353,0.7025,0.8575,0.886,0.9105,0.85,0.9155
0.61468,0.702,0.857,0.886,0.9105,0.85,0.9155
0.61621,0.7015,0.8565,0.886,0.9105,0.85,0.9155
0.61735,0.701,0.8565,0.886,0.9105,0.85,0.9155
0.6185,0.701,0.856,0.886,0.9105,0.85,0.9155
0.61965,0.6995,0.8555,0.886,0.9105,0.85,0.9155
0.6208,0.6985,0.855,0.886,0.9105,0.85,0.9155
0.62194,0.6965,0.8545,0.886,0.9105,0.85,0.9155
0.62309,0.6955,0.8545,0.886,0.9105,0.85,0.9155
0.62424,0.6945,0.854,0.886,0.9105,0.85,0.9155
0.62538,0.693,0.8535,0.886,0.9105,0.85,0.9155
0.62653,0.6915,0.8535,0.886,0.9105,0.85,0.9155
0.62768,0.69,0.853,0.886,0.9105,0.85,0.9155
0.62882,0.6885,0.8525,0.886,0.9105,0.85,0.9155
0.62997,0.687,0.852,0.886,0.9105,0.85,0.9155
0.63112,0.6855,0.852,0.886,0.9105,0.85,0.9155
0.63226,0.6835,0.8515,0.886,0.9105,0.85,0.9155
0.63341,0.682,0.8515,0.886,0.9105,0.85,0.9155
0.63456,0.68,0.851,0.886,0.91,0.85,0.9155
0.6357,0.6785,0.8505,0.886,0.91,0.85,0.9155
0.63685,0.676,0.8505,0.886,0.91,0.85,0.9155
0.638,0.6715,0.8505,0.886,0.91,0.85,0.9155
0.63953,0.667,0.85,0.886,0.91,0.85,0.9155
0.64067,0.665,0.8495,0.886,0.91,0.85,0.9155
0.64182,0.663,0.8495,0.886,0.91,0.85,0.9155
0.64297,0.6615,0.849,0.886,0.9095,0.85,0.9155
0.64411,0.6595,0.8485,0.886,0.9095,0.85,0.9155
0.64526,0.6575,0.8475,0.886,0.9095,0.85,0.9155
0.64641,0.656,0.847,0.885,0.9095,0.85,0.9155
0.64755,0.6535,0.846,0.884,0.9095,0.85,0.9155
0.6487,0.6515,0.846,0.883,0.9095,0.85,0.9155
0.64985,0.65,0.8455,0.883,0.9095,0.85,0.9155
0.65099,0.649,0.845,0.882,0.9095,0.85,0.9155
0.65214,0.648,0.844,0.881,0.9095,0.85,0.9155
0.65329,0.6465,0.8435,0.88,0.9095,0.85,0.9155
0.65482,0.6455,0.843,0.879,0.9095,0.85,0.9155
0.65596,0.644,0.8425,0.879,0.9095,0.85,0.9155
0.65711,0.6425,0.8425,0.879,0.909,0.85,0.9155
0.65826,0.641,0.842,0.878,0.909,0.85,0.9155
0.6594,0.6395,0.8415,0.878,0.909,0.85,0.9155
0.66055,0.6375,0.841,0.877,0.909,0.85,0.9155
0.6617,0.636,0.8405,0.874,0.909,0.85,0.9155
0.66284,0.634,0.8395,0.872,0.909,0.85,0.9155
0.66399,0.6325,0.839,0.871,0.909,0.85,0.9155
0.66514,0.6305,0.8385,0.871,0.9085,0.85,0.9155
0.66628,0.629,0.838,0.871,0.9085,0.85,0.9155
0.66743,0.627,0.838,0.871,0.9085,0.85,0.9155
0.66858,0.6255,0.8375,0.87,0.9085,0.85,0.9155
0.66972,0.622,0.837,0.87,0.9085,0.85,0.9155
0.67087,0.6195,0.8365,0.87,0.9085,0.85,0.9155
0.67202,0.6195,0.836,0.87,0.9085,0.85,0.9155
0.67317,0.6185,0.8355,0.87,0.9085,0.85,0.9155
0.67431,0.618,0.835,0.87,0.9085,0.85,0.9155
0.67546,0.6175,0.8345,0.87,0.9085,0.85,0.9155
0.67661,0.617,0.834,0.87,0.908,0.85,0.9155
0.67775,0.6155,0.8335,0.87,0.908,0.85,0.9155
0.6789,0.6125,0.833,0.87,0.908,0.85,0.9155
0.68005,0.611,0.8325,0.87,0.908,0.85,0.9155
0.68119,0.6095,0.8315,0.87,0.908,0.85,0.9155
0.68234,0.608,0.831,0.868,0.908,0.85,0.9155
0.68349,0.6055,0.8305,0.867,0.908,0.85,0.9155
0.68463,0.604,0.8295,0.866,0.9075,0.85,0.9155
0.68578,0.6015,0.8285,0.864,0.9075,0.85,0.9155
0.68693,0.5985,0.827,0.864,0.907,0.85,0.9155
0.68807,0.593,0.825,0.863,0.907,0.85,0.9155
0.68922,0.5905,0.823,0.863,0.907,0.85,0.9155
0.69075,0.588,0.821,0.863,0.9065,0.85,0.9155
0.6919,0.5865,0.82,0.862,0.9065,0.85,0.9155
0.69304,0.585,0.8185,0.862,0.906,0.85,0.9155
0.69419,0.5825,0.8165,0.861,0.906,0.85,0.9155
0.69534,0.5815,0.8145,0.86,0.9055,0.85,0.9155
0.69648,0.5795,0.811,0.86,0.9055,0.85,0.9155
0.69763,0.5775,0.8075,0.859,0.905,0.85,0.9155
0.69878,0.574,0.8045,0.858,0.9045,0.85,0.9155
0.69992,0.572,0.8025,0.858,0.904,0.85,0.9155
0.70107,0.567,0.801,0.857,0.9035,0.85,0.9155
0.70222,0.5625,0.7995,0.857,0.903,0.85,0.9155
0.70336,0.559,0.7985,0.856,0.902,0.85,0.9155
0.70451,0.5575,0.798,0.855,0.9015,0.85,0.9155
0.70566,0.555,0.7975,0.855,0.901,0.85,0.9155
0.7068,0.551,0.7965,0.854,0.9,0.85,0.9155
0.70795,0.547,0.796,0.853,0.8995,0.85,0.9155
0.7091,0.5415,0.7955,0.853,0.8985,0.85,0.9155
0.71024,0.539,0.7955,0.851,0.8975,0.85,0.9155
0.71139,0.5365,0.795,0.847,0.897,0.85,0.9155
0.71254,0.535,0.7945,0.843,0.896,0.85,0.9155
0.71369,0.531,0.7935,0.841,0.896,0.85,0.9155
0.71483,0.528,0.793,0.84,0.896,0.85,0.9155
0.71598,0.524,0.7925,0.839,0.896,0.85,0.9155
0.71713,0.5205,0.7915,0.837,0.896,0.85,0.9155
0.71827,0.518,0.791,0.835,0.896,0.85,0.9155
0.71942,0.516,0.7905,0.833,0.896,0.85,0.9155
0.72057,0.513,0.79,0.831,0.896,0.85,0.9155
0.72171,0.51,0.789,0.828,0.896,0.85,0.9155
0.72286,0.509,0.788,0.825,0.896,0.85,0.9155
0.72401,0.5075,0.7855,0.825,0.896,0.85,0.9155
0.72515,0.507,0.783,0.824,0.896,0.85,0.9155
0.7263,0.5055,0.7805,0.824,0.896,0.85,0.9155
0.72745,0.504,0.7775,0.821,0.896,0.85,0.9155
0.72859,0.503,0.7745,0.818,0.896,0.85,0.9155
0.72974,0.5015,0.771,0.817,0.896,0.85,0.9155
0.73089,0.4995,0.767,0.817,0.896,0.85,0.9155
0.73242,0.4975,0.7625,0.814,0.896,0.85,0.9155
0.73356,0.494,0.7585,0.811,0.8955,0.85,0.9155
0.73471,0.492,0.754,0.807,0.8955,0.85,0.9155
0.73586,0.49,0.7495,0.804,0.8955,0.85,0.9155
0.737,0.4885,0.745,0.801,0.8955,0.85,0.9155
0.73815,0.4865,0.7405,0.798,0.8955,0.85,0.9155
0.7393,0.4835,0.7375,0.795,0.8955,0.85,0.9155
0.74044,0.481,0.736,0.792,0.8955,0.85,0.9155
0.74159,0.4785,0.7345,0.791,0.8955,0.85,0.9155
0.74274,0.475,0.7335,0.791,0.8955,0.85,0.9155
0.74388,0.471,0.732,0.791,0.8955,0.85,0.9155
0.74503,0.467,0.7305,0.791,0.8955,0.85,0.9155
0.74618,0.463,0.7285,0.791,0.8955,0.85,0.9155
0.74732,0.4585,0.726,0.791,0.8955,0.85,0.9155
0.74885,0.455,0.7235,0.791,0.8955,0.85,0.9155
0.75,0.451,0.7215,0.791,0.8955,0.85,0.9155
0.75115,0.4475,0.7205,0.791,0.8955,0.85,0.9155
0.75229,0.443,0.72,0.791,0.8955,0.85,0.9155
0.75344,0.44,0.7195,0.791,0.8955,0.85,0.9155
0.75459,0.437,0.7185,0.791,0.8955,0.85,0.9155
0.75573,0.4325,0.718,0.791,0.8955,0.85,0.9155
0.75688,0.4275,0.717,0.791,0.895,0.85,0.9155
0.75803,0.423,0.716,0.791,0.893,0.85,0.9155
0.75917,0.42,0.715,0.791,0.8905,0.85,0.9155
0.76032,0.4155,0.7135,0.791,0.888,0.85,0.9155
0.76147,0.411,0.712,0.791,0.886,0.85,0.9155
0.76261,0.4075,0.71,0.791,0.886,0.85,0.9155
0.76376,0.405,0.7075,0.791,0.8855,0.85,0.9155
0.76491,0.4025,0.7035,0.791,0.8855,0.85,0.915
0.76606,0.398,0.7,0.791,0.8855,0.85,0.915
0.7672,0.394,0.696,0.791,0.8855,0.85,0.915
0.76835,0.39,0.692,0.791,0.885,0.85,0.915
0.76988,0.386,0.688,0.791,0.885,0.85,0.915
0.77102,0.382,0.684,0.791,0.885,0.85,0.9145
0.77217,0.378,0.6805,0.79,0.8845,0.85,0.9145
0.77332,0.374,0.6765,0.789,0.8845,0.85,0.9145
0.77446,0.37,0.6735,0.788,0.884,0.85,0.9145
0.77561,0.3665,0.672,0.787,0.884,0.85,0.9145
0.77676,0.363,0.671,0.786,0.8835,0.85,0.9145
0.77791,0.3595,0.6705,0.786,0.8835,0.85,0.9145
0.77905,0.356,0.6695,0.786,0.8835,0.85,0.9145
0.7802,0.351,0.6685,0.786,0.8835,0.85,0.9145
0.78135,0.3485,0.667,0.786,0.883,0.85,0.9145
0.78249,0.348,0.665,0.786,0.883,0.85,0.9145
0.78364,0.3475,0.6635,0.786,0.883,0.85,0.9145
0.78479,0.347,0.6615,0.786,0.883,0.85,0.9145
0.78593,0.3465,0.6595,0.786,0.8825,0.85,0.9145
0.78708,0.346,0.6565,0.786,0.8825,0.85,0.9145
0.78823,0.3455,0.6515,0.784,0.882,0.85,0.9145
0.78937,0.3435,0.6475,0.782,0.882,0.85,0.914
0.79052,0.341,0.644,0.78,0.8815,0.85,0.914
0.79167,0.3365,0.6385,0.778,0.8815,0.85,0.914
0.7932,0.333,0.632,0.777,0.8815,0.85,0.914
0.79434,0.3295,0.6275,0.775,0.881,0.85,0.912
0.79549,0.326,0.623,0.773,0.881,0.85,0.9045
0.79664,0.3205,0.6205,0.771,0.881,0.85,0.8935
0.79778,0.3155,0.6185,0.77,0.8805,0.85,0.8905
0.79893,0.312,0.617,0.77,0.8805,0.85,0.8905
0.80008,0.3075,0.6155,0.77,0.8805,0.85,0.8905
0.80122,0.3025,0.614,0.769,0.8805,0.85,0.8905
0.80237,0.2995,0.614,0.769,0.88,0.85,0.8905
0.80352,0.2975,0.614,0.768,0.88,0.85,0.8905
0.80466,0.295,0.614,0.768,0.88,0.85,0.8905
0.80581,0.2935,0.614,0.767,0.879,0.85,0.8905
0.80696,0.2915,0.614,0.767,0.878,0.85,0.8905
0.8081,0.2895,0.614,0.766,0.877,0.85,0.8905
0.80925,0.286,0.6135,0.766,0.8765,0.85,0.8905
0.8104,0.283,0.6135,0.765,0.876,0.85,0.8905
0.81154,0.2795,0.612,0.763,0.8755,0.85,0.8905
0.81269,0.275,0.6115,0.756,0.8745,0.85,0.8905
0.81384,0.271,0.611,0.75,0.874,0.85,0.8905
0.81537,0.267,0.611,0.744,0.873,0.85,0.8905
0.81651,0.264,0.6105,0.742,0.872,0.85,0.8905
0.81766,0.2635,0.61,0.739,0.8715,0.85,0.8905
0.81881,0.263,0.6095,0.735,0.871,0.85,0.8905
0.81995,0.259,0.609,0.73,0.871,0.85,0.8905
0.8211,0.255,0.6075,0.722,0.8705,0.85,0.8905
0.82225,0.2525,0.604,0.713,0.8705,0.85,0.8905
0.82339,0.25,0.6035,0.703,0.8705,0.85,0.8905
0.82454,0.2465,0.6035,0.696,0.8705,0.85,0.8905
0.82569,0.243,0.6035,0.692,0.8705,0.85,0.8905
0.82683,0.24,0.6025,0.684,0.87,0.85,0.889
0.82798,0.237,0.602,0.678,0.87,0.85,0.8875
0.82913,0.234,0.602,0.672,0.87,0.85,0.8845
0.83028,0.2315,0.6015,0.665,0.8685,0.85,0.8755
0.83142,0.2305,0.601,0.66,0.8635,0.85,0.8685
0.83257,0.229,0.6005,0.657,0.8635,0.85,0.863
0.83372,0.228,0.6005,0.657,0.8635,0.85,0.8565
0.83486,0.227,0.5965,0.657,0.8635,0.85,0.851
0.83601,0.2245,0.5935,0.657,0.8635,0.85,0.845
0.83716,0.222,0.59,0.657,0.8635,0.85,0.8375
0.8383,0.2205,0.5865,0.655,0.8635,0.85,0.8325
0.83945,0.2195,0.5825,0.64,0.8635,0.85,0.829
0.8406,0.219,0.578,0.624,0.8635,0.85,0.8275
0.84174,0.217,0.577,0.611,0.863,0.85,0.827
0.84289,0.2135,0.575,0.607,0.863,0.85,0.825
0.84404,0.2105,0.5725,0.601,0.8625,0.85,0.823
0.84518,0.2075,0.5675,0.595,0.8625,0.85,0.8205
0.84633,0.2025,0.5555,0.586,0.862,0.85,0.8185
0.84748,0.1995,0.5485,0.579,0.862,0.85,0.815
0.84862,0.1955,0.5425,0.564,0.8615,0.85,0.8105
0.84977,0.193,0.541,0.563,0.861,0.85,0.8055
0.85092,0.189,0.538,0.556,0.861,0.85,0.8
0.85206,0.1865,0.534,0.552,0.8605,0.85,0.7955
0.85321,0.184,0.5305,0.548,0.86,0.85,0.7895
0.85436,0.1815,0.5265,0.546,0.8595,0.85,0.7825
0.8555,0.1785,0.5245,0.546,0.859,0.85,0.7755
0.85665,0.1745,0.522,0.546,0.8585,0.85,0.771
0.85818,0.171,0.518,0.546,0.858,0.85,0.7695
0.85933,0.1685,0.51,0.546,0.8575,0.85,0.7665
0.86047,0.1655,0.498,0.546,0.857,0.8495,0.7455
0.86162,0.162,0.49,0.546,0.856,0.8495,0.7155
0.86277,0.16,0.4835,0.542,0.854,0.8495,0.6945
0.86391,0.1585,0.4785,0.53,0.85,0.849,0.6845
0.86506,0.156,0.469,0.516,0.846,0.8485,0.6695
0.86621,0.1535,0.4595,0.502,0.8435,0.848,0.6505
0.86735,0.15,0.4475,0.487,0.84,0.848,0.627
0.8685,0.147,0.4345,0.473,0.8365,0.8475,0.5985
0.86965,0.143,0.4295,0.465,0.8335,0.847,0.568
0.8708,0.1385,0.423,0.453,0.83,0.8465,0.545
0.87194,0.1365,0.403,0.435,0.826,0.8455,0.5285
0.87309,0.1345,0.376,0.421,0.82,0.8445,0.5255
0.87424,0.132,0.346,0.4,0.818,0.8435,0.525
0.87538,0.129,0.312,0.379,0.8155,0.8415,0.5245
0.87691,0.1275,0.29,0.375,0.8125,0.8405,0.5235
0.87806,0.1225,0.261,0.353,0.8075,0.84,0.5205
0.8792,0.1195,0.225,0.33,0.8025,0.8395,0.515
0.88035,0.117,0.2025,0.304,0.796,0.838,0.504
0.8815,0.114,0.1995,0.261,0.7715,0.835,0.4935
0.88265,0.108,0.197,0.237,0.7495,0.825,0.488
0.88379,0.106,0.186,0.203,0.7385,0.824,0.466
0.88494,0.105,0.161,0.202,0.688,0.824,0.411
0.88609,0.1025,0.1505,0.185,0.5535,0.824,0.3445
0.88723,0.099,0.1205,0.142,0.4355,0.8215,0.1855
0.88838,0.093,0.107,0.114,0.188,0.1555,0.1495
0.88914,0.093,0.107,0.114,0.188,0.1555,0.1495
0.88953,0.093,0.107,0.114,0.188,0.1555,0.1495
0.88991,0.093,0.107,0.114,0.188,0.1555,0.1495
0.89029,0.093,0.107,0.114,0.188,0.1555,0.1495
0.89067,0.093,0.107,0.114,0.188,0.1555,0.1495
0.89106,0.093,0.107,0.114,0.188,0.1555,0.1495
0.89144,0.093,0.107,0.114,0.188,0.1555,0.1495
0.89144,0.093,0.107,0.114,0.188,0.1555,0.1495
0.89182,0.093,0.107,0.114,0.188,0.1555,0.1495
0.8922,0.093,0.107,0.114,0.188,0.1555,0.1495
0.89258,0.093,0.107,0.114,0.188,0.1555,0.1495
