Prop_lost,Felidae,Ursidae,Ailuridae,Canidae,Mustelidae,Viverridae,Otaridaee,Herpestidae,Procyonidae,Mephitidae,Hyaenidae,Eupleridae,Phocidae,Nandiniidae,Obobenidae,Prionodontidae,Dasyuridae,Myrmecobidae
0.12691,0.894,0.892,0.934,0.8855,0.813,0.846,0.967,0.8995,0.923,0.829,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.12768,0.894,0.892,0.934,0.8855,0.813,0.846,0.967,0.8995,0.923,0.829,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.12882,0.894,0.892,0.934,0.8855,0.813,0.846,0.967,0.8995,0.923,0.829,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.12959,0.894,0.892,0.934,0.8855,0.8125,0.846,0.967,0.8995,0.923,0.829,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.13073,0.894,0.892,0.934,0.8855,0.8125,0.846,0.967,0.8995,0.923,0.829,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.1315,0.894,0.892,0.934,0.8855,0.8125,0.846,0.967,0.8995,0.923,0.829,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.13226,0.894,0.892,0.934,0.8855,0.8125,0.846,0.967,0.8995,0.923,0.829,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.13341,0.894,0.892,0.934,0.8855,0.8125,0.846,0.967,0.8995,0.923,0.829,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.13417,0.894,0.892,0.934,0.8855,0.812,0.846,0.967,0.8995,0.923,0.829,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.13494,0.894,0.892,0.934,0.8855,0.812,0.846,0.967,0.8995,0.923,0.829,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.13609,0.894,0.892,0.934,0.8855,0.8115,0.846,0.967,0.8995,0.923,0.829,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.13685,0.894,0.892,0.934,0.8855,0.8115,0.846,0.967,0.8995,0.923,0.829,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.13761,0.894,0.892,0.934,0.8855,0.811,0.846,0.967,0.8995,0.923,0.829,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.13876,0.894,0.892,0.934,0.8855,0.8105,0.846,0.967,0.8995,0.923,0.829,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.13953,0.894,0.892,0.934,0.8855,0.81,0.846,0.967,0.8995,0.923,0.829,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.14067,0.894,0.892,0.934,0.8855,0.81,0.846,0.967,0.8995,0.923,0.829,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.14144,0.894,0.892,0.934,0.8855,0.8095,0.846,0.967,0.8995,0.923,0.829,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.14258,0.894,0.892,0.934,0.8855,0.809,0.846,0.967,0.8995,0.923,0.829,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.14335,0.894,0.892,0.934,0.8855,0.809,0.846,0.967,0.8995,0.923,0.829,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.14411,0.894,0.892,0.934,0.8855,0.8085,0.846,0.967,0.8995,0.923,0.829,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.14526,0.894,0.892,0.934,0.885,0.8085,0.846,0.967,0.8995,0.923,0.829,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.14602,0.894,0.892,0.934,0.885,0.8085,0.846,0.967,0.8995,0.923,0.829,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.14717,0.894,0.892,0.934,0.885,0.8085,0.846,0.967,0.8995,0.923,0.829,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.14794,0.894,0.892,0.934,0.885,0.8085,0.846,0.967,0.8995,0.923,0.829,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.1487,0.894,0.892,0.934,0.885,0.8085,0.846,0.967,0.8995,0.923,0.829,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.14985,0.894,0.892,0.934,0.885,0.8085,0.846,0.967,0.8995,0.923,0.829,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.15061,0.894,0.892,0.934,0.885,0.8085,0.846,0.967,0.8995,0.923,0.829,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.15138,0.894,0.892,0.934,0.8845,0.8085,0.846,0.967,0.8995,0.923,0.829,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.15214,0.894,0.892,0.934,0.8845,0.8085,0.846,0.967,0.8995,0.923,0.829,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.15291,0.894,0.892,0.934,0.8845,0.8085,0.846,0.967,0.8995,0.923,0.829,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.15367,0.894,0.892,0.934,0.8845,0.8085,0.846,0.967,0.8995,0.923,0.829,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.15482,0.894,0.892,0.934,0.884,0.8085,0.846,0.967,0.8995,0.923,0.8285,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.15558,0.894,0.892,0.934,0.8835,0.8085,0.846,0.967,0.8995,0.923,0.8285,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.15635,0.894,0.892,0.934,0.883,0.8085,0.846,0.967,0.8995,0.923,0.8285,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.15749,0.894,0.892,0.934,0.883,0.8085,0.846,0.967,0.8995,0.923,0.8285,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.15826,0.894,0.892,0.934,0.883,0.8085,0.846,0.967,0.8995,0.923,0.8285,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.15902,0.894,0.892,0.934,0.8825,0.8085,0.846,0.967,0.8995,0.923,0.8285,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.16017,0.894,0.892,0.934,0.8825,0.8085,0.846,0.967,0.8995,0.923,0.8285,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.16093,0.894,0.892,0.934,0.8825,0.8085,0.846,0.967,0.8995,0.923,0.8285,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.1617,0.894,0.892,0.934,0.882,0.8085,0.846,0.967,0.8995,0.923,0.8285,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.16284,0.894,0.892,0.934,0.882,0.8085,0.846,0.967,0.8995,0.923,0.8285,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.16361,0.894,0.892,0.934,0.8815,0.8085,0.846,0.967,0.8995,0.923,0.8285,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.16437,0.894,0.892,0.934,0.8815,0.8085,0.846,0.967,0.8995,0.923,0.8285,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.16552,0.894,0.892,0.934,0.8815,0.8085,0.846,0.967,0.8995,0.923,0.8285,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.16628,0.894,0.892,0.934,0.8815,0.8085,0.846,0.967,0.8995,0.923,0.8285,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.16743,0.894,0.892,0.934,0.881,0.8085,0.846,0.967,0.8995,0.923,0.8285,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.1682,0.894,0.892,0.934,0.881,0.8085,0.846,0.967,0.899,0.923,0.8285,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.16896,0.894,0.892,0.934,0.881,0.8085,0.846,0.967,0.899,0.9225,0.8285,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.17011,0.894,0.892,0.934,0.8805,0.8085,0.846,0.967,0.899,0.9225,0.8285,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.17087,0.894,0.892,0.934,0.8805,0.8085,0.846,0.967,0.899,0.9225,0.8285,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.17202,0.894,0.892,0.934,0.8805,0.8085,0.846,0.967,0.899,0.9225,0.8285,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.17278,0.894,0.892,0.934,0.88,0.8085,0.846,0.967,0.899,0.9225,0.8285,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.17393,0.894,0.892,0.934,0.88,0.8085,0.846,0.967,0.899,0.9225,0.8285,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.17469,0.894,0.892,0.934,0.8795,0.8085,0.846,0.967,0.899,0.9225,0.8285,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.17584,0.894,0.892,0.934,0.8795,0.8085,0.846,0.967,0.899,0.9225,0.8285,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.17661,0.894,0.892,0.934,0.879,0.8085,0.846,0.967,0.899,0.9225,0.8285,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.17737,0.894,0.892,0.934,0.8785,0.8085,0.846,0.967,0.899,0.9225,0.8285,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.17852,0.894,0.892,0.934,0.878,0.8085,0.846,0.967,0.899,0.9225,0.8285,0.9045,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.17928,0.894,0.892,0.934,0.8775,0.8085,0.846,0.967,0.899,0.9225,0.8285,0.904,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.18043,0.894,0.892,0.934,0.8765,0.8075,0.846,0.967,0.899,0.9225,0.8285,0.904,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.18119,0.894,0.892,0.934,0.8755,0.8065,0.846,0.967,0.899,0.9225,0.8285,0.904,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.18234,0.894,0.892,0.934,0.875,0.8055,0.846,0.967,0.899,0.9225,0.8285,0.904,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.18349,0.894,0.892,0.934,0.8745,0.8045,0.846,0.967,0.899,0.9225,0.8285,0.904,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.18425,0.894,0.892,0.934,0.8745,0.8035,0.845,0.967,0.899,0.9225,0.8285,0.904,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.1854,0.894,0.892,0.934,0.8745,0.803,0.845,0.967,0.899,0.9225,0.8285,0.904,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.18616,0.894,0.892,0.934,0.874,0.8025,0.845,0.967,0.899,0.9225,0.8285,0.904,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.18693,0.894,0.892,0.934,0.874,0.8025,0.844,0.967,0.899,0.9225,0.8285,0.904,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.18769,0.894,0.892,0.934,0.874,0.8025,0.844,0.967,0.899,0.9225,0.8285,0.904,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.18846,0.894,0.892,0.934,0.874,0.8025,0.844,0.967,0.899,0.9225,0.8285,0.904,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.18922,0.894,0.892,0.934,0.874,0.8015,0.844,0.967,0.899,0.9225,0.8285,0.904,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.18998,0.894,0.892,0.934,0.874,0.798,0.843,0.967,0.899,0.9225,0.8285,0.904,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.19075,0.894,0.892,0.934,0.874,0.7945,0.843,0.967,0.899,0.9225,0.8285,0.904,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.19151,0.894,0.892,0.934,0.874,0.794,0.843,0.967,0.899,0.9225,0.8285,0.904,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.19228,0.894,0.892,0.934,0.874,0.794,0.843,0.967,0.899,0.9225,0.8285,0.904,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.19304,0.894,0.892,0.934,0.874,0.794,0.843,0.967,0.899,0.9225,0.8285,0.904,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.19419,0.894,0.892,0.934,0.874,0.794,0.842,0.967,0.899,0.9225,0.8285,0.904,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.19495,0.894,0.892,0.934,0.8735,0.7935,0.841,0.967,0.899,0.9225,0.8285,0.904,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.1961,0.894,0.892,0.934,0.8735,0.793,0.841,0.967,0.8985,0.9225,0.8285,0.904,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.19687,0.894,0.892,0.934,0.8735,0.7925,0.84,0.967,0.8985,0.9225,0.8285,0.904,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.19801,0.893,0.892,0.934,0.873,0.792,0.84,0.967,0.8985,0.9225,0.8285,0.9035,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.19916,0.893,0.892,0.934,0.8725,0.7915,0.839,0.967,0.898,0.9225,0.8285,0.9035,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.19992,0.893,0.892,0.934,0.8725,0.7915,0.839,0.967,0.898,0.9225,0.8285,0.9035,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.20107,0.893,0.892,0.934,0.8725,0.791,0.838,0.967,0.898,0.9225,0.8285,0.9035,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.20183,0.893,0.892,0.934,0.8725,0.7905,0.837,0.967,0.898,0.9225,0.8285,0.9035,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.20298,0.893,0.892,0.934,0.872,0.79,0.836,0.967,0.898,0.9225,0.8285,0.9035,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.20375,0.893,0.892,0.934,0.8715,0.7895,0.836,0.967,0.898,0.9225,0.8285,0.9035,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.20489,0.892,0.892,0.934,0.871,0.789,0.836,0.967,0.8975,0.922,0.8285,0.9035,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.20566,0.892,0.892,0.934,0.8705,0.789,0.836,0.967,0.8975,0.922,0.8285,0.903,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.20642,0.892,0.8915,0.934,0.8705,0.7885,0.836,0.967,0.8975,0.922,0.8285,0.903,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.20757,0.892,0.8915,0.934,0.87,0.788,0.836,0.967,0.8975,0.922,0.828,0.903,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.20833,0.892,0.891,0.934,0.8695,0.788,0.836,0.967,0.8975,0.922,0.828,0.903,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.20948,0.892,0.891,0.934,0.869,0.7875,0.836,0.967,0.8975,0.922,0.828,0.903,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.21024,0.892,0.891,0.934,0.8685,0.787,0.836,0.967,0.8975,0.922,0.828,0.903,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.21101,0.892,0.8905,0.934,0.868,0.787,0.836,0.967,0.8975,0.922,0.828,0.903,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.21216,0.892,0.89,0.934,0.868,0.787,0.836,0.967,0.8975,0.922,0.828,0.903,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.21292,0.892,0.8895,0.934,0.868,0.787,0.836,0.967,0.8975,0.922,0.828,0.903,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.21407,0.892,0.889,0.934,0.8675,0.787,0.836,0.967,0.897,0.922,0.828,0.9025,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.21483,0.892,0.8885,0.934,0.8675,0.787,0.836,0.967,0.8965,0.922,0.828,0.902,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.21598,0.891,0.888,0.934,0.867,0.787,0.836,0.967,0.8965,0.922,0.828,0.902,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.21674,0.891,0.888,0.934,0.867,0.787,0.836,0.967,0.8965,0.922,0.828,0.902,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.21751,0.891,0.887,0.934,0.8665,0.787,0.836,0.967,0.8965,0.922,0.828,0.902,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.21865,0.89,0.8865,0.934,0.8665,0.787,0.836,0.967,0.8965,0.922,0.828,0.902,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.21942,0.889,0.886,0.934,0.866,0.7865,0.836,0.967,0.8965,0.922,0.828,0.902,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.22057,0.889,0.8855,0.934,0.866,0.7865,0.836,0.967,0.8965,0.922,0.828,0.902,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.22133,0.889,0.885,0.934,0.866,0.7865,0.836,0.967,0.8965,0.922,0.828,0.902,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.22248,0.889,0.885,0.934,0.866,0.7865,0.836,0.967,0.8965,0.922,0.828,0.902,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.22324,0.889,0.8845,0.934,0.866,0.7865,0.836,0.967,0.896,0.922,0.828,0.9015,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.22439,0.889,0.884,0.934,0.8655,0.7865,0.836,0.967,0.896,0.922,0.828,0.9015,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.22515,0.889,0.884,0.934,0.8655,0.7865,0.835,0.967,0.896,0.922,0.828,0.9015,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.2263,0.889,0.8835,0.934,0.865,0.786,0.835,0.967,0.896,0.922,0.828,0.9015,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.22706,0.889,0.8835,0.934,0.865,0.785,0.835,0.967,0.896,0.922,0.828,0.9015,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.22783,0.889,0.883,0.934,0.8645,0.7845,0.835,0.967,0.896,0.922,0.828,0.901,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.22898,0.889,0.883,0.934,0.864,0.783,0.835,0.967,0.8955,0.922,0.828,0.901,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.22974,0.889,0.8825,0.934,0.8635,0.783,0.835,0.967,0.8955,0.922,0.828,0.901,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.23089,0.889,0.8825,0.934,0.8635,0.783,0.835,0.967,0.8955,0.922,0.828,0.901,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.23165,0.889,0.882,0.934,0.863,0.783,0.835,0.967,0.8955,0.922,0.828,0.901,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.2328,0.889,0.882,0.934,0.8625,0.783,0.835,0.967,0.8955,0.922,0.828,0.901,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.23356,0.889,0.8815,0.934,0.8615,0.783,0.835,0.967,0.8955,0.922,0.828,0.901,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.23471,0.889,0.881,0.934,0.861,0.783,0.835,0.967,0.8955,0.922,0.828,0.901,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.23547,0.889,0.8805,0.934,0.8605,0.783,0.835,0.967,0.8955,0.922,0.828,0.901,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.23662,0.889,0.88,0.934,0.8605,0.783,0.835,0.967,0.8955,0.922,0.828,0.901,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.23739,0.889,0.8795,0.934,0.86,0.783,0.835,0.967,0.8955,0.922,0.828,0.901,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.23853,0.889,0.879,0.934,0.86,0.783,0.835,0.967,0.8955,0.922,0.828,0.901,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.2393,0.889,0.8785,0.934,0.8595,0.783,0.835,0.967,0.8955,0.922,0.828,0.901,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.24044,0.889,0.878,0.934,0.8595,0.783,0.835,0.967,0.8955,0.9215,0.828,0.901,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.24121,0.889,0.8775,0.934,0.859,0.783,0.835,0.967,0.8955,0.9215,0.828,0.901,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.24235,0.889,0.8775,0.934,0.8585,0.783,0.835,0.967,0.8955,0.9215,0.828,0.901,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.24312,0.889,0.877,0.934,0.858,0.7825,0.835,0.967,0.8955,0.9215,0.828,0.901,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.24427,0.889,0.8765,0.934,0.857,0.7815,0.835,0.967,0.8955,0.9215,0.828,0.9005,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.24503,0.889,0.876,0.934,0.8565,0.781,0.835,0.967,0.8955,0.9215,0.828,0.9005,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.24618,0.889,0.8755,0.934,0.856,0.78,0.835,0.967,0.8955,0.9215,0.828,0.9005,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.24732,0.889,0.875,0.934,0.8555,0.7795,0.835,0.967,0.8955,0.9215,0.8275,0.9005,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.24809,0.889,0.8745,0.934,0.855,0.779,0.835,0.967,0.8955,0.9215,0.8275,0.9005,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.24924,0.889,0.874,0.934,0.8545,0.778,0.835,0.967,0.8955,0.9215,0.8275,0.9,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.25,0.889,0.873,0.934,0.8535,0.777,0.835,0.967,0.8955,0.9215,0.8275,0.9,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.25115,0.889,0.873,0.934,0.8525,0.7765,0.835,0.967,0.8955,0.9215,0.8275,0.9,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.25191,0.889,0.873,0.934,0.851,0.7765,0.835,0.967,0.8955,0.9215,0.8275,0.8995,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.25306,0.889,0.873,0.934,0.85,0.7765,0.835,0.967,0.8955,0.9215,0.827,0.8995,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.2542,0.889,0.873,0.934,0.849,0.7765,0.835,0.967,0.895,0.9215,0.827,0.899,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.25497,0.889,0.873,0.934,0.848,0.7765,0.835,0.967,0.895,0.921,0.827,0.899,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.25612,0.889,0.873,0.934,0.8465,0.7765,0.835,0.967,0.895,0.921,0.827,0.8985,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.25688,0.889,0.873,0.934,0.8455,0.7765,0.835,0.967,0.895,0.921,0.827,0.8985,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.25803,0.889,0.873,0.934,0.8445,0.7765,0.835,0.967,0.895,0.921,0.827,0.8985,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.25917,0.889,0.8725,0.934,0.8435,0.776,0.835,0.967,0.895,0.921,0.8265,0.8985,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.25994,0.889,0.8725,0.934,0.842,0.776,0.835,0.967,0.895,0.921,0.8265,0.8985,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.26109,0.889,0.8725,0.934,0.841,0.776,0.835,0.967,0.895,0.921,0.8265,0.8985,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.26185,0.889,0.8725,0.934,0.8395,0.776,0.835,0.967,0.895,0.921,0.8265,0.8975,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.263,0.889,0.8725,0.934,0.839,0.776,0.835,0.967,0.895,0.9205,0.8265,0.8975,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.26376,0.889,0.872,0.934,0.8375,0.776,0.835,0.967,0.895,0.9205,0.8265,0.8975,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.26491,0.889,0.872,0.934,0.8365,0.776,0.835,0.967,0.895,0.9205,0.8265,0.8975,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.26567,0.889,0.872,0.934,0.8355,0.776,0.835,0.967,0.895,0.9205,0.8265,0.8975,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.26644,0.889,0.872,0.934,0.834,0.776,0.835,0.967,0.8945,0.9205,0.8265,0.8975,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.26758,0.889,0.872,0.934,0.8325,0.7755,0.835,0.967,0.8945,0.9205,0.8265,0.8975,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.26835,0.889,0.872,0.934,0.832,0.7755,0.835,0.967,0.8945,0.9205,0.8265,0.8975,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.2695,0.889,0.872,0.934,0.8315,0.7755,0.835,0.967,0.8945,0.9205,0.8265,0.897,0.947,0.989,0.917,0.998,0.808,0.949,0.828
0.27026,0.889,0.872,0.934,0.831,0.7745,0.835,0.967,0.8945,0.9205,0.8265,0.897,0.947,0.989,0.916,0.998,0.808,0.949,0.828
0.27141,0.889,0.872,0.934,0.83,0.7745,0.835,0.967,0.8945,0.9205,0.8265,0.897,0.947,0.989,0.916,0.998,0.808,0.949,0.828
0.27217,0.889,0.8715,0.934,0.8295,0.7745,0.835,0.967,0.8945,0.9205,0.8265,0.897,0.947,0.989,0.916,0.998,0.808,0.949,0.828
0.27332,0.889,0.8715,0.934,0.829,0.7745,0.835,0.967,0.8945,0.9205,0.8265,0.8965,0.947,0.989,0.916,0.998,0.808,0.949,0.828
0.27408,0.889,0.8715,0.934,0.8285,0.7745,0.835,0.967,0.8945,0.9205,0.8265,0.896,0.947,0.989,0.916,0.998,0.808,0.949,0.828
0.27523,0.888,0.8715,0.934,0.828,0.7745,0.835,0.967,0.8945,0.92,0.8265,0.896,0.947,0.989,0.916,0.998,0.808,0.949,0.828
0.27599,0.888,0.8715,0.934,0.8275,0.7745,0.835,0.967,0.894,0.92,0.8265,0.8955,0.947,0.989,0.916,0.998,0.808,0.949,0.828
0.27714,0.888,0.8715,0.934,0.827,0.7745,0.835,0.967,0.894,0.92,0.8265,0.8955,0.947,0.989,0.916,0.998,0.808,0.949,0.828
0.27791,0.888,0.8715,0.934,0.827,0.7745,0.835,0.967,0.894,0.92,0.8265,0.895,0.947,0.989,0.916,0.998,0.808,0.949,0.828
0.27867,0.888,0.8715,0.934,0.8265,0.7745,0.835,0.967,0.8935,0.92,0.8265,0.895,0.947,0.989,0.916,0.998,0.808,0.949,0.828
0.27982,0.888,0.8715,0.934,0.826,0.7745,0.835,0.967,0.8935,0.92,0.8265,0.895,0.947,0.989,0.916,0.998,0.808,0.949,0.828
0.28058,0.888,0.8715,0.934,0.8255,0.7745,0.835,0.967,0.8935,0.92,0.8265,0.895,0.947,0.989,0.916,0.998,0.808,0.949,0.828
0.28173,0.888,0.8715,0.934,0.8255,0.7745,0.835,0.967,0.8935,0.92,0.8265,0.8945,0.947,0.989,0.916,0.998,0.808,0.949,0.828
0.28249,0.888,0.8715,0.934,0.825,0.774,0.835,0.967,0.8935,0.92,0.8265,0.8945,0.947,0.989,0.916,0.998,0.808,0.949,0.828
0.28364,0.887,0.8715,0.934,0.8245,0.774,0.835,0.967,0.8935,0.92,0.8265,0.8945,0.947,0.989,0.916,0.998,0.808,0.949,0.828
0.2844,0.887,0.8715,0.934,0.824,0.774,0.835,0.967,0.8935,0.9195,0.8265,0.8945,0.947,0.989,0.916,0.998,0.808,0.949,0.828
0.28555,0.887,0.871,0.934,0.8235,0.774,0.835,0.967,0.8935,0.9195,0.8265,0.894,0.947,0.989,0.916,0.998,0.808,0.949,0.828
