"pr_rem";"group";"variant";"value"
47.436;"birds";"global2000";88.2584777153327
47.302;"birds";"global2000";88.1721122451743
47.163;"birds";"global2000";88.0835727886281
47.02;"birds";"global2000";87.9902458101461
46.879;"birds";"global2000";87.8978573285199
46.737;"birds";"global2000";87.8011327538253
46.597;"birds";"global2000";87.7069623161437
46.457;"birds";"global2000";87.6082063115457
46.315;"birds";"global2000";87.5093196301704
46.175;"birds";"global2000";87.4174538556539
46.036;"birds";"global2000";87.3206936418382
45.897;"birds";"global2000";87.2259173390977
45.755;"birds";"global2000";87.1312004348922
45.618;"birds";"global2000";87.0369943580895
45.476;"birds";"global2000";86.9346031631383
45.333;"birds";"global2000";86.8378785884437
45.201;"birds";"global2000";86.7484956726978
45.064;"birds";"global2000";86.6585544107214
44.922;"birds";"global2000";86.5633385588204
44.775;"birds";"global2000";86.4563142781249
44.633;"birds";"global2000";86.3576176720621
44.503;"birds";"global2000";86.2658350554948
44.361;"birds";"global2000";86.1616856639022
44.218;"birds";"global2000";86.0589499574469
44.076;"birds";"global2000";85.9554420700342
43.936;"birds";"global2000";85.853395386587
43.793;"birds";"global2000";85.74332990089
43.651;"birds";"global2000";85.6405585553135
43.507;"birds";"global2000";85.5357557798338
43.37;"birds";"global2000";85.4405161685189
43.231;"birds";"global2000";85.3396336963613
43.086;"birds";"global2000";85.2280000893354
42.943;"birds";"global2000";85.1201323494402
42.805;"birds";"global2000";85.0236928877144
42.661;"birds";"global2000";84.9086022859407
42.522;"birds";"global2000";84.8069238734117
42.386;"birds";"global2000";84.7045445581675
42.244;"birds";"global2000";84.5960590735064
42.101;"birds";"global2000";84.4877399047437
41.954;"birds";"global2000";84.3713187757819
41.812;"birds";"global2000";84.2637955473908
41.669;"birds";"global2000";84.1541933702682
41.527;"birds";"global2000";84.0449832234777
41.389;"birds";"global2000";83.9335753308854
41.245;"birds";"global2000";83.8163939006733
41.104;"birds";"global2000";83.7038217967914
40.959;"birds";"global2000";83.5916179638277
40.818;"birds";"global2000";83.4811604477984
40.677;"birds";"global2000";83.3621376629955
40.535;"birds";"global2000";83.2510030036651
40.388;"birds";"global2000";83.123878258663
40.243;"birds";"global2000";83.0026220889371
40.098;"birds";"global2000";82.8862603585105
39.956;"birds";"global2000";82.7740208864256
39.813;"birds";"global2000";82.6568750953346
39.667;"birds";"global2000";82.5341577216432
39.526;"birds";"global2000";82.4258147934665
39.382;"birds";"global2000";82.3005076436411
39.237;"birds";"global2000";82.1721949279353
39.095;"birds";"global2000";82.0543838732502
38.947;"birds";"global2000";81.926914616744
38.801;"birds";"global2000";81.8010610003949
38.654;"birds";"global2000";81.6706455765436
38.517;"birds";"global2000";81.5543907634803
38.37;"birds";"global2000";81.4348096324465
38.225;"birds";"global2000";81.303978418849
38.076;"birds";"global2000";81.1782673589842
37.931;"birds";"global2000";81.0500496809348
37.787;"birds";"global2000";80.920774708959
37.64;"birds";"global2000";80.7914640978621
37.492;"birds";"global2000";80.6538970903746
37.353;"birds";"global2000";80.5341852825636
37.204;"birds";"global2000";80.3877678933336
37.06;"birds";"global2000";80.2437502049249
36.916;"birds";"global2000";80.1154850080473
36.77;"birds";"global2000";79.9899402640812
36.618;"birds";"global2000";79.848013404111
36.472;"birds";"global2000";79.7135588798672
36.324;"birds";"global2000";79.5759324738444
36.175;"birds";"global2000";79.4362389987973
36.027;"birds";"global2000";79.2980542465438
35.877;"birds";"global2000";79.1586458844655
35.735;"birds";"global2000";79.0290857995208
35.592;"birds";"global2000";78.897518044087
35.442;"birds";"global2000";78.7588818629661
35.292;"birds";"global2000";78.5957853650562
35.142;"birds";"global2000";78.4538703847932
34.995;"birds";"global2000";78.3159588658016
34.85;"birds";"global2000";78.1727965162997
34.708;"birds";"global2000";78.0404447002013
34.559;"birds";"global2000";77.8916276101499
34.409;"birds";"global2000";77.744651874689
34.263;"birds";"global2000";77.5974504247945
34.112;"birds";"global2000";77.4416480670053
33.963;"birds";"global2000";77.2757241988207
33.809;"birds";"global2000";77.1021735587183
33.658;"birds";"global2000";76.9462405241516
33.506;"birds";"global2000";76.7888344059124
33.358;"birds";"global2000";76.6411340083224
33.211;"birds";"global2000";76.4835615741847
33.062;"birds";"global2000";76.3246704925659
32.917;"birds";"global2000";76.1761028763621
32.768;"birds";"global2000";76.021583526933
32.619;"birds";"global2000";75.8690005697507
32.466;"birds";"global2000";75.7082800132482
32.317;"birds";"global2000";75.548628630379
32.169;"birds";"global2000";75.3891554431154
32.019;"birds";"global2000";75.2207368364529
31.872;"birds";"global2000";75.0636871094249
31.72;"birds";"global2000";74.899628355245
31.57;"birds";"global2000";74.7361398270029
31.421;"birds";"global2000";74.5754786690356
31.267;"birds";"global2000";74.3951209568011
31.116;"birds";"global2000";74.2339608511381
30.965;"birds";"global2000";74.0621565279703
30.814;"birds";"global2000";73.8949258920115
30.664;"birds";"global2000";73.7288594673424
30.518;"birds";"global2000";73.5636365018729
30.363;"birds";"global2000";73.3920103743105
30.22;"birds";"global2000";73.2413519296683
30.067;"birds";"global2000";73.060115119113
29.914;"birds";"global2000";72.8835113943022
29.764;"birds";"global2000";72.7104715816023
29.611;"birds";"global2000";72.5308860503253
29.457;"birds";"global2000";72.3543892428778
29.305;"birds";"global2000";72.1854835682268
29.152;"birds";"global2000";72.0116359354485
29.003;"birds";"global2000";71.828070702314
28.855;"birds";"global2000";71.6618973602816
28.702;"birds";"global2000";71.4820742348637
28.547;"birds";"global2000";71.2927948626444
28.391;"birds";"global2000";71.1026007529834
28.238;"birds";"global2000";70.91393912553
28.087;"birds";"global2000";70.7394499885716
27.941;"birds";"global2000";70.5719223599371
27.787;"birds";"global2000";70.372426439666
27.632;"birds";"global2000";70.182885713892
27.478;"birds";"global2000";69.9938914546416
27.33;"birds";"global2000";69.8162066764904
27.174;"birds";"global2000";69.6225674517885
27.021;"birds";"global2000";69.4187829572772
26.868;"birds";"global2000";69.2248586196065
26.716;"birds";"global2000";69.0260992411718
26.56;"birds";"global2000";68.8169094799586
26.406;"birds";"global2000";68.6124953609744
26.251;"birds";"global2000";68.4058240976531
26.097;"birds";"global2000";68.2015168960321
25.942;"birds";"global2000";67.9851993105968
25.789;"birds";"global2000";67.7767342115129
25.634;"birds";"global2000";67.5765017494056
25.478;"birds";"global2000";67.3538997989478
25.324;"birds";"global2000";67.1387820639233
25.169;"birds";"global2000";66.9205162065339
25.013;"birds";"global2000";66.699185384729
24.858;"birds";"global2000";66.4786029844675
24.705;"birds";"global2000";66.2600163749882
24.551;"birds";"global2000";66.0338742718334
24.398;"birds";"global2000";65.8168320242688
24.242;"birds";"global2000";65.584595631404
24.087;"birds";"global2000";65.3578357834832
23.928;"birds";"global2000";65.1141117139138
23.773;"birds";"global2000";64.8727041872165
23.617;"birds";"global2000";64.6412399753092
23.465;"birds";"global2000";64.4206813344618
23.31;"birds";"global2000";64.1795470410263
23.156;"birds";"global2000";63.9479402726345
23.001;"birds";"global2000";63.6930611581573
22.844;"birds";"global2000";63.4671685288503
22.689;"birds";"global2000";63.214475280468
22.53;"birds";"global2000";62.954179019582
22.375;"birds";"global2000";62.6987771979952
22.219;"birds";"global2000";62.4201743085654
22.06;"birds";"global2000";62.1489724766195
21.903;"birds";"global2000";61.8804910975851
21.744;"birds";"global2000";61.6053927217311
21.586;"birds";"global2000";61.3394536000026
21.43;"birds";"global2000";61.0553147670936
21.278;"birds";"global2000";60.7958382059931
21.118;"birds";"global2000";60.5003661325708
20.96;"birds";"global2000";60.224008507771
20.801;"birds";"global2000";59.9173101111988
20.642;"birds";"global2000";59.607522990797
20.489;"birds";"global2000";59.3221961871842
20.334;"birds";"global2000";59.0376415645289
20.174;"birds";"global2000";58.7319410633478
20.018;"birds";"global2000";58.4296619177934
19.857;"birds";"global2000";58.1048113288688
19.7;"birds";"global2000";57.7807329209015
19.54;"birds";"global2000";57.484548065057
19.383;"birds";"global2000";57.1715415440482
19.222;"birds";"global2000";56.827469589138
19.065;"birds";"global2000";56.5051137386911
18.906;"birds";"global2000";56.1745727700958
18.746;"birds";"global2000";55.8303344992869
18.588;"birds";"global2000";55.4929508194384
18.428;"birds";"global2000";55.1496866846066
18.268;"birds";"global2000";54.7968950247312
18.11;"birds";"global2000";54.4554128459548
17.952;"birds";"global2000";54.1284001503496
17.791;"birds";"global2000";53.7410741821178
17.632;"birds";"global2000";53.357632878087
17.474;"birds";"global2000";52.9796918784145
17.312;"birds";"global2000";52.5504899428776
17.153;"birds";"global2000";52.142291329382
16.991;"birds";"global2000";51.7152752599399
16.833;"birds";"global2000";51.3107593556257
16.67;"birds";"global2000";50.8395507760062
16.511;"birds";"global2000";50.4061671835923
16.352;"birds";"global2000";49.9639332094359
16.194;"birds";"global2000";49.5243246505347
16.035;"birds";"global2000";49.0647106649832
15.876;"birds";"global2000";48.5973273510296
15.715;"birds";"global2000";48.1094634221444
15.552;"birds";"global2000";47.5917101503543
15.389;"birds";"global2000";47.0989042633417
15.227;"birds";"global2000";46.5615375952336
15.067;"birds";"global2000";46.0064820433476
14.904;"birds";"global2000";45.4846302726297
14.74;"birds";"global2000";44.9188592249964
14.575;"birds";"global2000";44.2651308264617
14.416;"birds";"global2000";43.7138649011204
14.252;"birds";"global2000";43.0723132022985
14.087;"birds";"global2000";42.4213765349175
13.923;"birds";"global2000";41.7518006071956
13.761;"birds";"global2000";41.0452787905888
13.596;"birds";"global2000";40.3720557928064
13.431;"birds";"global2000";39.6568142712346
13.265;"birds";"global2000";38.8792161674259
13.099;"birds";"global2000";38.0552990858803
12.933;"birds";"global2000";37.2275448589618
12.765;"birds";"global2000";36.3279184044698
12.601;"birds";"global2000";35.5174016324618
12.435;"birds";"global2000";34.5302217371077
12.267;"birds";"global2000";33.4685085598041
12.098;"birds";"global2000";32.3664994162312
11.929;"birds";"global2000";31.0575814151962
11.76;"birds";"global2000";29.7609707906515
11.591;"birds";"global2000";28.2030541301227
11.419;"birds";"global2000";26.543827327983
11.247;"birds";"global2000";24.5577066273084
11.074;"birds";"global2000";22.2892646889014
10.9;"birds";"global2000";19.112072680998
10.781;"birds";"global2000";16.1043209345623
10.738;"birds";"global2000";16.1043209345623
10.692;"birds";"global2000";16.1043090548553
10.646;"birds";"global2000";16.1042971751482
10.601;"birds";"global2000";16.1042852954412
10.547;"birds";"global2000";16.1040239418864
10.501;"birds";"global2000";16.1039289042301
10.463;"birds";"global2000";16.103905144816
10.417;"birds";"global2000";16.1037625883315
10.366;"birds";"global2000";16.103263640636
10.316;"birds";"global2000";16.10232514378
10.242;"birds";"global2000";16.099711608232
10.159;"birds";"global2000";16.0967060423517
10.074;"birds";"global2000";16.0932015287757
9.982;"birds";"global2000";16.0887228792228
9.904;"birds";"global2000";16.0847906961936
9.82300000000001;"birds";"global2000";16.0803833248829
9.739;"birds";"global2000";16.0744078322433
9.65899999999999;"birds";"global2000";16.0690738437837
9.575;"birds";"global2000";16.0630864714371
9.482;"birds";"global2000";16.0565526325668
9.395;"birds";"global2000";16.0504583428569
9.309;"birds";"global2000";16.0435799924825
9.226;"birds";"global2000";16.0361195364633
9.137;"birds";"global2000";16.0275542676897
9.057;"birds";"global2000";16.0202126087409
8.964;"birds";"global2000";16.0108513995958
8.877;"birds";"global2000";16.0013001151381
8.783;"birds";"global2000";15.9914518380045
8.69499999999999;"birds";"global2000";15.9807482219642
8.60499999999999;"birds";"global2000";15.970068365338
8.51900000000001;"birds";"global2000";15.9576897106056
8.41800000000001;"birds";"global2000";15.942685640618
8.319;"birds";"global2000";15.9263272840281
8.21899999999999;"birds";"global2000";15.9090541899964
8.11500000000001;"birds";"global2000";15.883833571957
8.01300000000001;"birds";"global2000";15.8602167143676
7.91;"birds";"global2000";15.8354594049027
7.80800000000001;"birds";"global2000";15.8107496142659
7.706;"birds";"global2000";15.7847805746832
7.599;"birds";"global2000";15.7485949870488
7.486;"birds";"global2000";15.701705783374
7.369;"birds";"global2000";15.6494113129974
7.254;"birds";"global2000";15.5982691742035
7.137;"birds";"global2000";15.5389181578471
7.02199999999999;"birds";"global2000";15.4764902973681
6.899;"birds";"global2000";15.4110093521806
6.782;"birds";"global2000";15.3456472040634
6.67;"birds";"global2000";15.2773745277223
6.545;"birds";"global2000";15.2014275606352
6.43299999999999;"birds";"global2000";15.1313729282385
6.30500000000001;"birds";"global2000";15.0459221955219
6.18600000000001;"birds";"global2000";14.9643680067135
6.068;"birds";"global2000";14.8757572719251
5.941;"birds";"global2000";14.7784387118786
5.80800000000001;"birds";"global2000";14.6646311184649
5.693;"birds";"global2000";14.5623587205841
5.568;"birds";"global2000";14.4540157924073
5.437;"birds";"global2000";14.3309657869189
5.309;"birds";"global2000";14.2099590910409
5.182;"birds";"global2000";14.0885841242446
5.04900000000001;"birds";"global2000";13.9621959210788
4.91800000000001;"birds";"global2000";13.8314597451376
4.788;"birds";"global2000";13.7045844739832
4.654;"birds";"global2000";13.5693934079031
4.521;"birds";"global2000";13.43100670063
4.38300000000001;"birds";"global2000";13.2805264515932
4.258;"birds";"global2000";13.1622402086266
4.121;"birds";"global2000";13.0146229689859
3.979;"birds";"global2000";12.85283323885
3.836;"birds";"global2000";12.6852937305083
3.702;"birds";"global2000";12.5324256603572
3.563;"birds";"global2000";12.3648505128945
3.42700000000001;"birds";"global2000";12.2054248444589
3.292;"birds";"global2000";12.0431124072135
3.15100000000001;"birds";"global2000";11.8646198089838
3.005;"birds";"global2000";11.6651120090058
2.857;"birds";"global2000";11.4512891620482
2.714;"birds";"global2000";11.233367816163
2.574;"birds";"global2000";11.0188797056113
2.428;"birds";"global2000";10.7865601547973
2.28;"birds";"global2000";10.5409947306371
2.131;"birds";"global2000";10.2766118505305
1.982;"birds";"global2000";9.97669676667637
1.83199999999999;"birds";"global2000";9.66386844127314
1.68599999999999;"birds";"global2000";9.32908641726568
1.536;"birds";"global2000";8.9769243818632
1.384;"birds";"global2000";8.55887749123396
1.232;"birds";"global2000";8.1500611329724
1.081;"birds";"global2000";7.70647287221379
0.927999999999997;"birds";"global2000";7.18119974586931
0.777000000000001;"birds";"global2000";6.62171306325848
0.619;"birds";"global2000";5.9214637319672
0.461999999999989;"birds";"global2000";5.03789864138918
0.302000000000007;"birds";"global2000";3.95784319642049
0.140000000000001;"birds";"global2000";2.53259910408001
0;"birds";"global2000";0
100;"mammals";"global2000";100
99.962;"mammals";"global2000";99.9991543652776
99.927;"mammals";"global2000";99.9963949256575
99.894;"mammals";"global2000";99.9935464718561
99.861;"mammals";"global2000";99.990787032236
99.827;"mammals";"global2000";99.9879163248893
99.799;"mammals";"global2000";99.9857132239022
99.796;"mammals";"global2000";99.9856909703568
99.79;"mammals";"global2000";99.9856909703568
99.782;"mammals";"global2000";99.9853794207223
99.776;"mammals";"global2000";99.9853794207223
99.772;"mammals";"global2000";99.9853794207223
99.767;"mammals";"global2000";99.9853794207223
99.763;"mammals";"global2000";99.9853794207223
99.758;"mammals";"global2000";99.9853794207223
99.753;"mammals";"global2000";99.9853794207223
99.744;"mammals";"global2000";99.9850678710878
99.738;"mammals";"global2000";99.9850678710878
99.732;"mammals";"global2000";99.9850678710878
99.725;"mammals";"global2000";99.9850678710878
99.718;"mammals";"global2000";99.9850678710878
99.707;"mammals";"global2000";99.9847340679079
99.699;"mammals";"global2000";99.9847340679079
99.69;"mammals";"global2000";99.9847340679079
99.68;"mammals";"global2000";99.9846450537267
99.669;"mammals";"global2000";99.9843780111828
99.661;"mammals";"global2000";99.9843780111828
99.653;"mammals";"global2000";99.9843780111828
99.645;"mammals";"global2000";99.9843780111828
99.633;"mammals";"global2000";99.9839997009123
99.625;"mammals";"global2000";99.9839997009123
99.616;"mammals";"global2000";99.9839997009123
99.608;"mammals";"global2000";99.9839997009123
99.599;"mammals";"global2000";99.9837771654591
99.59;"mammals";"global2000";99.9836658977324
99.584;"mammals";"global2000";99.9836658977324
99.577;"mammals";"global2000";99.9836658977324
99.569;"mammals";"global2000";99.9836658977324
99.558;"mammals";"global2000";99.9833766016432
99.55;"mammals";"global2000";99.9833766016432
99.542;"mammals";"global2000";99.9833766016432
99.535;"mammals";"global2000";99.9833766016432
99.524;"mammals";"global2000";99.983020544918
99.517;"mammals";"global2000";99.983020544918
99.509;"mammals";"global2000";99.983020544918
99.503;"mammals";"global2000";99.983020544918
99.495;"mammals";"global2000";99.983020544918
99.484;"mammals";"global2000";99.9827089952836
99.477;"mammals";"global2000";99.9827089952836
99.469;"mammals";"global2000";99.9827089952836
99.463;"mammals";"global2000";99.9827089952836
99.452;"mammals";"global2000";99.9824196991943
99.443;"mammals";"global2000";99.9824196991943
99.434;"mammals";"global2000";99.9824196991943
99.424;"mammals";"global2000";99.9823084314677
99.413;"mammals";"global2000";99.9822194172864
99.4;"mammals";"global2000";99.9821526566505
99.387;"mammals";"global2000";99.9821526566505
99.374;"mammals";"global2000";99.9821526566505
99.36;"mammals";"global2000";99.9821526566505
99.347;"mammals";"global2000";99.9821526566505
99.333;"mammals";"global2000";99.9821304031051
99.318;"mammals";"global2000";99.9821304031051
99.304;"mammals";"global2000";99.9821304031051
99.291;"mammals";"global2000";99.9821304031051
99.277;"mammals";"global2000";99.9821304031051
99.26;"mammals";"global2000";99.9821304031051
99.246;"mammals";"global2000";99.9821304031051
99.229;"mammals";"global2000";99.9821304031051
99.215;"mammals";"global2000";99.9821304031051
99.198;"mammals";"global2000";99.9821304031051
99.177;"mammals";"global2000";99.9821304031051
99.16;"mammals";"global2000";99.9821304031051
99.145;"mammals";"global2000";99.9821304031051
99.128;"mammals";"global2000";99.9821304031051
99.112;"mammals";"global2000";99.9821304031051
99.095;"mammals";"global2000";99.9820858960145
99.082;"mammals";"global2000";99.9820858960145
99.067;"mammals";"global2000";99.9820858960145
99.052;"mammals";"global2000";99.9820858960145
99.037;"mammals";"global2000";99.9820858960145
99.022;"mammals";"global2000";99.9820858960145
99.009;"mammals";"global2000";99.9820858960145
98.994;"mammals";"global2000";99.9820858960145
98.983;"mammals";"global2000";99.9820858960145
98.968;"mammals";"global2000";99.9820858960145
98.954;"mammals";"global2000";99.9820636424692
98.94;"mammals";"global2000";99.9820636424692
98.925;"mammals";"global2000";99.9820413889238
98.907;"mammals";"global2000";99.9820413889238
98.893;"mammals";"global2000";99.9820413889238
98.877;"mammals";"global2000";99.9820413889238
98.863;"mammals";"global2000";99.9820413889238
98.847;"mammals";"global2000";99.9820413889238
98.831;"mammals";"global2000";99.9820413889238
98.816;"mammals";"global2000";99.9820413889238
98.803;"mammals";"global2000";99.9820413889238
98.787;"mammals";"global2000";99.9820413889238
98.772;"mammals";"global2000";99.9819968818332
98.757;"mammals";"global2000";99.9819968818332
98.741;"mammals";"global2000";99.9819968818332
98.721;"mammals";"global2000";99.9819746282879
98.698;"mammals";"global2000";99.9819746282879
98.672;"mammals";"global2000";99.9819301211972
98.646;"mammals";"global2000";99.9819301211972
98.622;"mammals";"global2000";99.9819301211972
98.597;"mammals";"global2000";99.9819301211972
98.573;"mammals";"global2000";99.9819301211972
98.548;"mammals";"global2000";99.9819301211972
98.522;"mammals";"global2000";99.9819301211972
98.502;"mammals";"global2000";99.9818856141066
98.476;"mammals";"global2000";99.9818856141066
98.449;"mammals";"global2000";99.9818856141066
98.419;"mammals";"global2000";99.9818633605612
98.39;"mammals";"global2000";99.9818633605612
98.361;"mammals";"global2000";99.9818633605612
98.334;"mammals";"global2000";99.9818633605612
98.304;"mammals";"global2000";99.9818633605612
98.276;"mammals";"global2000";99.9818633605612
98.247;"mammals";"global2000";99.9818411070159
98.217;"mammals";"global2000";99.9818411070159
98.188;"mammals";"global2000";99.9818411070159
98.159;"mammals";"global2000";99.9818411070159
98.129;"mammals";"global2000";99.9817965999253
98.101;"mammals";"global2000";99.9817965999253
98.072;"mammals";"global2000";99.9817965999253
98.043;"mammals";"global2000";99.9817743463799
98.018;"mammals";"global2000";99.9817743463799
97.996;"mammals";"global2000";99.9817743463799
97.976;"mammals";"global2000";99.9817743463799
97.954;"mammals";"global2000";99.9817520928346
97.929;"mammals";"global2000";99.9817520928346
97.904;"mammals";"global2000";99.9817520928346
97.881;"mammals";"global2000";99.9817520928346
97.858;"mammals";"global2000";99.9817520928346
97.835;"mammals";"global2000";99.9817520928346
97.812;"mammals";"global2000";99.9817520928346
97.788;"mammals";"global2000";99.9816853321986
97.764;"mammals";"global2000";99.9816853321986
97.738;"mammals";"global2000";99.9816630786533
97.711;"mammals";"global2000";99.9816408251079
97.684;"mammals";"global2000";99.9816408251079
97.658;"mammals";"global2000";99.9815518109268
97.631;"mammals";"global2000";99.9813292754735
97.607;"mammals";"global2000";99.9808619510217
97.582;"mammals";"global2000";99.9804391336605
97.556;"mammals";"global2000";99.9801498375713
97.531;"mammals";"global2000";99.9797937808461
97.505;"mammals";"global2000";99.979437724121
97.48;"mammals";"global2000";99.9789703996692
97.455;"mammals";"global2000";99.9786588500347
97.431;"mammals";"global2000";99.9782582862188
97.402;"mammals";"global2000";99.977790961767
97.372;"mammals";"global2000";99.9773236373152
97.34;"mammals";"global2000";99.9769008199541
97.309;"mammals";"global2000";99.9764112419569
97.277;"mammals";"global2000";99.9758994104145
97.246;"mammals";"global2000";99.9754320859627
97.213;"mammals";"global2000";99.9752763111454
97.178;"mammals";"global2000";99.9752318040548
97.142;"mammals";"global2000";99.9752095505095
97.107;"mammals";"global2000";99.9752095505095
97.072;"mammals";"global2000";99.9751427898736
97.037;"mammals";"global2000";99.9750982827829
97;"mammals";"global2000";99.9750982827829
96.963;"mammals";"global2000";99.9750315221469
96.926;"mammals";"global2000";99.9750092686016
96.89;"mammals";"global2000";99.9749202544203
96.853;"mammals";"global2000";99.9748980008749
96.815;"mammals";"global2000";99.9744529299685
96.776;"mammals";"global2000";99.9740301126073
96.738;"mammals";"global2000";99.9737630700635
96.7;"mammals";"global2000";99.9736518023368
96.661;"mammals";"global2000";99.9736518023368
96.624;"mammals";"global2000";99.9735627881555
96.585;"mammals";"global2000";99.9735405346102
96.547;"mammals";"global2000";99.9735182810649
96.508;"mammals";"global2000";99.9734515204289
96.47;"mammals";"global2000";99.9734070133383
96.43;"mammals";"global2000";99.973317999157
96.393;"mammals";"global2000";99.9730954637037
96.351;"mammals";"global2000";99.9730954637037
96.312;"mammals";"global2000";99.9728729282505
96.271;"mammals";"global2000";99.9728506747052
96.23;"mammals";"global2000";99.9728284211598
96.188;"mammals";"global2000";99.9727616605239
96.144;"mammals";"global2000";99.9727394069785
96.101;"mammals";"global2000";99.9722275754361
96.059;"mammals";"global2000";99.9714041942592
96.015;"mammals";"global2000";99.9707365878994
95.973;"mammals";"global2000";99.9700244744491
95.933;"mammals";"global2000";99.9691788397268
95.892;"mammals";"global2000";99.9682664443686
95.852;"mammals";"global2000";99.9676433450995
95.81;"mammals";"global2000";99.9669312316492
95.768;"mammals";"global2000";99.9661746111081
95.726;"mammals";"global2000";99.9654624976578
95.685;"mammals";"global2000";99.9644833416635
95.643;"mammals";"global2000";99.9637712282132
95.6;"mammals";"global2000";99.9629923541268
95.558;"mammals";"global2000";99.9623024942218
95.516;"mammals";"global2000";99.9615458736808
95.472;"mammals";"global2000";99.9607447460491
95.43;"mammals";"global2000";99.9600326325988
95.39;"mammals";"global2000";99.9590979836952
95.348;"mammals";"global2000";99.9583191096089
95.305;"mammals";"global2000";99.9576069961585
95.262;"mammals";"global2000";99.9568726291629
95.217;"mammals";"global2000";99.9560269944405
95.172;"mammals";"global2000";99.9552036132635
95.128;"mammals";"global2000";99.9543802320866
95.084;"mammals";"global2000";99.9533788225471
95.037;"mammals";"global2000";99.952622202006
94.992;"mammals";"global2000";99.951798820829
94.946;"mammals";"global2000";99.9509754396522
94.899;"mammals";"global2000";99.9501743120204
94.853;"mammals";"global2000";99.9493509308434
94.806;"mammals";"global2000";99.9486610709384
94.759;"mammals";"global2000";99.9480824787601
94.708;"mammals";"global2000";99.9480379716694
94.657;"mammals";"global2000";99.9479267039428
94.607;"mammals";"global2000";99.9478599433068
94.556;"mammals";"global2000";99.9477709291255
94.503;"mammals";"global2000";99.9477041684896
94.447;"mammals";"global2000";99.9476151543083
94.393;"mammals";"global2000";99.9475929007629
94.337;"mammals";"global2000";99.9474816330363
94.284;"mammals";"global2000";99.9474371259457
94.23;"mammals";"global2000";99.9473258582191
94.175;"mammals";"global2000";99.9472145904924
94.12;"mammals";"global2000";99.9471478298565
94.065;"mammals";"global2000";99.9469920550392
94.008;"mammals";"global2000";99.9468807873126
93.952;"mammals";"global2000";99.9468140266765
93.897;"mammals";"global2000";99.94670275895
93.84;"mammals";"global2000";99.9465024770421
93.783;"mammals";"global2000";99.9463912093154
93.725;"mammals";"global2000";99.9462131809528
93.668;"mammals";"global2000";99.9456345887745
93.612;"mammals";"global2000";99.9446331792349
93.558;"mammals";"global2000";99.9432089523341
93.499;"mammals";"global2000";99.9425858530652
93.437;"mammals";"global2000";99.9424745853385
93.376;"mammals";"global2000";99.9422520498852
93.313;"mammals";"global2000";99.9419850073414
93.264;"mammals";"global2000";99.9414509222536
93.223;"mammals";"global2000";99.9402714843515
93.174;"mammals";"global2000";99.9375788053673
93.131;"mammals";"global2000";99.9367109170997
93.085;"mammals";"global2000";99.935286690199
93.038;"mammals";"global2000";99.9340182381156
92.987;"mammals";"global2000";99.9312365449501
92.936;"mammals";"global2000";99.9293672471429
92.883;"mammals";"global2000";99.9283213305127
92.836;"mammals";"global2000";99.9266745681588
92.787;"mammals";"global2000";99.9258066798912
92.74;"mammals";"global2000";99.9242489317185
92.7;"mammals";"global2000";99.9234923111775
92.653;"mammals";"global2000";99.9220458307314
92.608;"mammals";"global2000";99.9212224495545
92.561;"mammals";"global2000";99.9197314620178
92.513;"mammals";"global2000";99.9188858272955
92.461;"mammals";"global2000";99.9175061074855
92.418;"mammals";"global2000";99.9164601908552
92.367;"mammals";"global2000";99.9152584994077
92.319;"mammals";"global2000";99.9142348363229
92.269;"mammals";"global2000";99.9136339905992
92.216;"mammals";"global2000";99.9129218771488
92.169;"mammals";"global2000";99.912387792061
92.118;"mammals";"global2000";99.911697932156
92.072;"mammals";"global2000";99.9111415935229
92.023;"mammals";"global2000";99.9101624375287
91.975;"mammals";"global2000";99.9092500421704
91.926;"mammals";"global2000";99.9084044074481
91.879;"mammals";"global2000";99.9077368010884
91.831;"mammals";"global2000";99.9069134199114
91.782;"mammals";"global2000";99.9063570812783
91.735;"mammals";"global2000";99.905644967828
91.685;"mammals";"global2000";99.9053779252841
91.636;"mammals";"global2000";99.9047993331057
91.587;"mammals";"global2000";99.9043097551086
91.541;"mammals";"global2000";99.9039314448381
91.494;"mammals";"global2000";99.9036198952035
91.446;"mammals";"global2000";99.9031970778424
91.399;"mammals";"global2000";99.9027965140266
91.355;"mammals";"global2000";99.9023069360294
91.31;"mammals";"global2000";99.9020176399402
91.267;"mammals";"global2000";99.9017728509417
91.225;"mammals";"global2000";99.9013945406712
91.182;"mammals";"global2000";99.901172005218
91.138;"mammals";"global2000";99.900904962674
91.098;"mammals";"global2000";99.9006601736755
91.056;"mammals";"global2000";99.9003931311316
91.015;"mammals";"global2000";99.9001260885877
90.971;"mammals";"global2000";99.8997922854079
90.93;"mammals";"global2000";99.8994362286827
90.895;"mammals";"global2000";99.898768622323
90.855;"mammals";"global2000";99.8983012978713
90.806;"mammals";"global2000";99.8970996064238
90.758;"mammals";"global2000";99.8952525621619
90.702;"mammals";"global2000";99.8859728337619
90.658;"mammals";"global2000";99.8813440963346
90.581;"mammals";"global2000";99.8738891586512
90.44;"mammals";"global2000";99.8738891586512
90.324;"mammals";"global2000";99.8711964796671
90.218;"mammals";"global2000";99.8683257723204
90.117;"mammals";"global2000";99.8656998539722
90.034;"mammals";"global2000";99.8634967529851
89.965;"mammals";"global2000";99.8618499906312
89.873;"mammals";"global2000";99.859290832919
