"pr_rem";"group";"variant";"value"
23.592;"VU";"global2040";76.163387773275
23.438;"VU";"global2040";76.0504985543147
23.28;"VU";"global2040";75.9253309936934
23.127;"VU";"global2040";75.8067794327048
22.971;"VU";"global2040";75.6918040877341
22.813;"VU";"global2040";75.5711664007353
22.657;"VU";"global2040";75.4415285700918
22.5;"VU";"global2040";75.3167782346725
22.349;"VU";"global2040";75.20549831292
22.191;"VU";"global2040";75.065668266626
22.035;"VU";"global2040";74.928878003947
21.879;"VU";"global2040";74.8071078485425
21.721;"VU";"global2040";74.6661453338427
21.565;"VU";"global2040";74.5300107107669
21.407;"VU";"global2040";74.3955449884995
21.246;"VU";"global2040";74.2497545821757
21.087;"VU";"global2040";74.097705797821
20.93;"VU";"global2040";73.956087643518
20.771;"VU";"global2040";73.8117873272017
20.611;"VU";"global2040";73.6478178227878
20.465;"VU";"global2040";73.5166302985366
20.307;"VU";"global2040";73.352541586922
20.148;"VU";"global2040";73.1900025689152
19.99;"VU";"global2040";73.0330066857359
19.829;"VU";"global2040";72.8531826236432
19.67;"VU";"global2040";72.668411462726
19.511;"VU";"global2040";72.4911503554461
19.353;"VU";"global2040";72.3153793381736
19.194;"VU";"global2040";72.1342439968744
19.036;"VU";"global2040";71.9461350343406
18.879;"VU";"global2040";71.750992846972
18.719;"VU";"global2040";71.5373735435115
18.56;"VU";"global2040";71.3502182385824
18.402;"VU";"global2040";71.134572412712
18.243;"VU";"global2040";70.9382977569377
18.085;"VU";"global2040";70.7206850122574
17.924;"VU";"global2040";70.4695154406107
17.766;"VU";"global2040";70.2343196338431
17.607;"VU";"global2040";70.0065146735123
17.447;"VU";"global2040";69.7539146154584
17.286;"VU";"global2040";69.4787843964926
17.128;"VU";"global2040";69.2294029328547
16.971;"VU";"global2040";68.9916441712745
16.81;"VU";"global2040";68.7057257006552
16.649;"VU";"global2040";68.3882769254794
16.488;"VU";"global2040";68.0639737362696
16.328;"VU";"global2040";67.7398493578605
16.167;"VU";"global2040";67.4051751421992
16.012;"VU";"global2040";67.0526794500495
15.852;"VU";"global2040";66.6943426050707
15.696;"VU";"global2040";66.3532908041777
15.534;"VU";"global2040";65.9777881223138
15.372;"VU";"global2040";65.5109131211962
15.209;"VU";"global2040";65.059833074157
15.049;"VU";"global2040";64.6051768111001
14.889;"VU";"global2040";64.1473019536272
14.726;"VU";"global2040";63.6902019429581
14.565;"VU";"global2040";63.1888164572692
14.402;"VU";"global2040";62.6245491732683
14.238;"VU";"global2040";62.0465134575988
14.077;"VU";"global2040";61.4604312558896
13.915;"VU";"global2040";60.8280370567504
13.752;"VU";"global2040";60.2147160097059
13.59;"VU";"global2040";59.4288425398047
13.425;"VU";"global2040";58.6845127793099
13.259;"VU";"global2040";57.7974323961064
13.092;"VU";"global2040";56.9378292726393
12.927;"VU";"global2040";55.9740390558551
12.762;"VU";"global2040";54.9414066807291
12.596;"VU";"global2040";53.7193540638629
12.429;"VU";"global2040";52.3742796159859
12.264;"VU";"global2040";50.9226935343803
12.095;"VU";"global2040";49.333005910889
11.927;"VU";"global2040";47.380153550795
11.757;"VU";"global2040";45.0447652840022
11.589;"VU";"global2040";42.368861648719
11.418;"VU";"global2040";39.142220746702
11.246;"VU";"global2040";35.7861804284426
11.073;"VU";"global2040";31.3731894661365
10.9;"VU";"global2040";24.9414245618092
10.756;"VU";"global2040";19.7805872265908
10.71;"VU";"global2040";19.7805872265908
10.666;"VU";"global2040";19.7805872265908
10.619;"VU";"global2040";19.7805872265908
10.574;"VU";"global2040";19.7805872265908
10.53;"VU";"global2040";19.7805872265908
10.483;"VU";"global2040";19.7805276229906
10.43;"VU";"global2040";19.7805276229906
10.39;"VU";"global2040";19.7805276229906
10.344;"VU";"global2040";19.7805276229906
10.299;"VU";"global2040";19.7804084157899
10.223;"VU";"global2040";19.7796931725864
10.141;"VU";"global2040";19.7787395149816
10.055;"VU";"global2040";19.7777262537767
9.96000000000001;"VU";"global2040";19.7763553709698
9.881;"VU";"global2040";19.7752229025642
9.798;"VU";"global2040";19.7740308305583
9.714;"VU";"global2040";19.7730175693533
9.628;"VU";"global2040";19.7694413533356
9.54700000000001;"VU";"global2040";19.7655671193163
9.45899999999999;"VU";"global2040";19.7610968492941
9.371;"VU";"global2040";19.7552556964651
9.283;"VU";"global2040";19.7503682012408
9.193;"VU";"global2040";19.7458979312187
9.10600000000001;"VU";"global2040";19.7410700395946
9.01600000000001;"VU";"global2040";19.7350500759648
8.92100000000001;"VU";"global2040";19.7298049591387
8.83800000000001;"VU";"global2040";19.7259307251196
8.75200000000001;"VU";"global2040";19.7228909415045
8.65700000000001;"VU";"global2040";19.7152616806665
8.568;"VU";"global2040";19.710731807044
8.47499999999999;"VU";"global2040";19.7048310506148
8.38200000000001;"VU";"global2040";19.6984534653832
8.28400000000001;"VU";"global2040";19.693208348557
8.184;"VU";"global2040";19.6861751237222
8.084;"VU";"global2040";19.6777710160804
7.977;"VU";"global2040";19.6684728544343
7.879;"VU";"global2040";19.6609031971967
7.773;"VU";"global2040";19.6509493959473
7.669;"VU";"global2040";19.6399823334929
7.55500000000001;"VU";"global2040";19.6293728926401
7.449;"VU";"global2040";19.6200151273937
7.33500000000001;"VU";"global2040";19.6096441009422
7.22799999999999;"VU";"global2040";19.5996306960926
7.11;"VU";"global2040";19.5863390932266
6.991;"VU";"global2040";19.569709688744
6.869;"VU";"global2040";19.5544511670682
6.756;"VU";"global2040";19.5375237445842
6.64;"VU";"global2040";19.5220268085074
6.524;"VU";"global2040";19.5055166112253
6.401;"VU";"global2040";19.48227120711
6.279;"VU";"global2040";19.460933118204
6.16499999999999;"VU";"global2040";19.4362572276815
6.04299999999999;"VU";"global2040";19.4126542019644
5.913;"VU";"global2040";19.382554383815
5.798;"VU";"global2040";19.356984439288
5.67;"VU";"global2040";19.328374711146
5.54400000000001;"VU";"global2040";19.2943410553771
5.411;"VU";"global2040";19.2554795079842
5.279;"VU";"global2040";19.2178696361976
5.151;"VU";"global2040";19.1803789716113
5.02200000000001;"VU";"global2040";19.1378220010002
4.896;"VU";"global2040";19.0943709763844
4.76600000000001;"VU";"global2040";19.0539001317835
4.631;"VU";"global2040";19.0088994135601
4.509;"VU";"global2040";18.9640775061376
4.372;"VU";"global2040";18.9116263378773
4.23599999999999;"VU";"global2040";18.8620957460314
4.10899999999999;"VU";"global2040";18.8067240013565
3.96899999999999;"VU";"global2040";18.7585046887173
3.82900000000001;"VU";"global2040";18.6960997192074
3.68600000000001;"VU";"global2040";18.6250522276547
3.559;"VU";"global2040";18.563243294148
3.41799999999999;"VU";"global2040";18.4949971718091
3.28399999999999;"VU";"global2040";18.4249629414615
3.13900000000001;"VU";"global2040";18.3418755226491
2.995;"VU";"global2040";18.2360791321239
2.86;"VU";"global2040";18.1628859109605
2.714;"VU";"global2040";18.0601889076508
2.56399999999999;"VU";"global2040";17.9401472566549
2.416;"VU";"global2040";17.8187943264525
2.27000000000001;"VU";"global2040";17.6332483187315
2.121;"VU";"global2040";17.4803054803722
1.974;"VU";"global2040";17.312044516737
1.827;"VU";"global2040";17.0912727812411
1.673;"VU";"global2040";16.8492225604396
1.533;"VU";"global2040";16.6135499248696
1.38500000000001;"VU";"global2040";16.2805446100166
1.229;"VU";"global2040";15.9092141801733
1.07899999999999;"VU";"global2040";15.4747635376168
0.926000000000002;"VU";"global2040";14.9646759262846
0.772999999999996;"VU";"global2040";14.3921833454428
0.617999999999995;"VU";"global2040";13.4981293410048
0.460000000000008;"VU";"global2040";12.2398377351586
0.302000000000007;"VU";"global2040";10.3818743067356
0.140000000000001;"VU";"global2040";7.22240666225203
0;"VU";"global2040";0
100;"EN";"global2040";83.0305949733383
99.962;"EN";"global2040";83.0305949733383
99.928;"EN";"global2040";83.0305949733383
99.893;"EN";"global2040";83.0305949733383
99.86;"EN";"global2040";83.0305949733383
99.826;"EN";"global2040";83.0305949733383
99.799;"EN";"global2040";83.0305949733383
99.795;"EN";"global2040";83.0305949733383
99.79;"EN";"global2040";83.0305949733383
99.785;"EN";"global2040";83.0305949733383
99.779;"EN";"global2040";83.0305949733383
99.771;"EN";"global2040";83.0305949733383
99.765;"EN";"global2040";83.0305949733383
99.759;"EN";"global2040";83.0305949733383
99.752;"EN";"global2040";83.0305949733383
99.746;"EN";"global2040";83.0305949733383
99.742;"EN";"global2040";83.0305949733383
99.732;"EN";"global2040";83.0305949733383
99.727;"EN";"global2040";83.0305949733383
99.721;"EN";"global2040";83.0305949733383
99.716;"EN";"global2040";83.0305949733383
99.708;"EN";"global2040";83.0305949733383
99.697;"EN";"global2040";83.0305949733383
99.69;"EN";"global2040";83.0305949733383
99.682;"EN";"global2040";83.0305949733383
99.673;"EN";"global2040";83.0305949733383
99.66;"EN";"global2040";83.0305949733383
99.65;"EN";"global2040";83.0305949733383
99.641;"EN";"global2040";83.0305949733383
99.634;"EN";"global2040";83.0305949733383
99.624;"EN";"global2040";83.0305949733383
99.615;"EN";"global2040";83.0305949733383
99.605;"EN";"global2040";83.0305949733383
99.599;"EN";"global2040";83.0305949733383
99.587;"EN";"global2040";83.0305949733383
99.577;"EN";"global2040";83.0305949733383
99.57;"EN";"global2040";83.0305949733383
99.562;"EN";"global2040";83.0305949733383
99.553;"EN";"global2040";83.0305949733383
99.545;"EN";"global2040";83.0305949733383
99.537;"EN";"global2040";83.0305949733383
99.53;"EN";"global2040";83.0305949733383
99.52;"EN";"global2040";83.0305949733383
99.514;"EN";"global2040";83.0305949733383
99.508;"EN";"global2040";83.0305949733383
99.501;"EN";"global2040";83.0305949733383
99.493;"EN";"global2040";83.0305949733383
99.483;"EN";"global2040";83.0305949733383
99.473;"EN";"global2040";83.0305949733383
99.462;"EN";"global2040";83.0305949733383
99.447;"EN";"global2040";83.0305949733383
99.434;"EN";"global2040";83.0305949733383
99.423;"EN";"global2040";83.0305949733383
99.409;"EN";"global2040";83.0305949733383
99.396;"EN";"global2040";83.0305949733383
99.383;"EN";"global2040";83.0305949733383
99.371;"EN";"global2040";83.0305949733383
99.355;"EN";"global2040";83.0305949733383
99.342;"EN";"global2040";83.0305949733383
99.326;"EN";"global2040";83.0305949733383
99.312;"EN";"global2040";83.0305949733383
99.299;"EN";"global2040";83.0305949733383
99.284;"EN";"global2040";83.0305949733383
99.272;"EN";"global2040";83.0305949733383
99.257;"EN";"global2040";83.0305949733383
99.245;"EN";"global2040";83.0305949733383
99.232;"EN";"global2040";83.0305949733383
99.217;"EN";"global2040";83.0305949733383
99.205;"EN";"global2040";83.0305949733383
99.191;"EN";"global2040";83.0305949733383
99.179;"EN";"global2040";83.0305949733383
99.168;"EN";"global2040";83.0305949733383
99.155;"EN";"global2040";83.0305949733383
99.142;"EN";"global2040";83.0305949733383
99.129;"EN";"global2040";83.0305949733383
99.116;"EN";"global2040";83.0305949733383
99.105;"EN";"global2040";83.0305949733383
99.091;"EN";"global2040";83.0305949733383
99.076;"EN";"global2040";83.0305949733383
99.06;"EN";"global2040";83.0305949733383
99.046;"EN";"global2040";83.0305949733383
99.028;"EN";"global2040";83.0305949733383
99.01;"EN";"global2040";83.0305949733383
98.993;"EN";"global2040";83.0305949733383
98.976;"EN";"global2040";83.0305949733383
98.955;"EN";"global2040";83.0305949733383
98.935;"EN";"global2040";83.0305949733383
98.915;"EN";"global2040";83.0305949733383
98.896;"EN";"global2040";83.0305949733383
98.878;"EN";"global2040";83.0305949733383
98.864;"EN";"global2040";83.0305949733383
98.849;"EN";"global2040";83.0305949733383
98.835;"EN";"global2040";83.0305949733383
98.818;"EN";"global2040";83.0305949733383
98.805;"EN";"global2040";83.0305949733383
98.787;"EN";"global2040";83.0305949733383
98.771;"EN";"global2040";83.0305949733383
98.756;"EN";"global2040";83.0305949733383
98.737;"EN";"global2040";83.0305949733383
98.719;"EN";"global2040";83.0305949733383
98.701;"EN";"global2040";83.0305949733383
98.68;"EN";"global2040";83.0305949733383
98.657;"EN";"global2040";83.0305949733383
98.635;"EN";"global2040";83.0305949733383
98.613;"EN";"global2040";83.0305949733383
98.59;"EN";"global2040";83.0305949733383
98.569;"EN";"global2040";83.0305949733383
98.549;"EN";"global2040";83.0305949733383
98.524;"EN";"global2040";83.0305949733383
98.495;"EN";"global2040";83.0305949733383
98.469;"EN";"global2040";83.0305949733383
98.44;"EN";"global2040";83.0305949733383
98.412;"EN";"global2040";83.0305949733383
98.383;"EN";"global2040";83.0305949733383
98.356;"EN";"global2040";83.0305949733383
98.325;"EN";"global2040";83.0305949733383
98.296;"EN";"global2040";83.0305949733383
98.266;"EN";"global2040";83.0305949733383
98.239;"EN";"global2040";83.0305949733383
98.211;"EN";"global2040";83.0305949733383
98.182;"EN";"global2040";83.0305949733383
98.156;"EN";"global2040";83.0305949733383
98.129;"EN";"global2040";83.0305949733383
98.101;"EN";"global2040";83.0305949733383
98.072;"EN";"global2040";83.0305949733383
98.048;"EN";"global2040";83.0305949733383
98.02;"EN";"global2040";83.0305949733383
97.991;"EN";"global2040";83.0305949733383
97.962;"EN";"global2040";83.0305949733383
97.937;"EN";"global2040";83.0305949733383
97.913;"EN";"global2040";83.0305949733383
97.89;"EN";"global2040";83.0305949733383
97.867;"EN";"global2040";83.0305949733383
97.846;"EN";"global2040";83.0305949733383
97.823;"EN";"global2040";83.0305949733383
97.803;"EN";"global2040";83.0305949733383
97.781;"EN";"global2040";83.0305949733383
97.759;"EN";"global2040";83.0305949733383
97.736;"EN";"global2040";83.0305949733383
97.714;"EN";"global2040";83.0305949733383
97.691;"EN";"global2040";83.0305949733383
97.667;"EN";"global2040";83.0305949733383
97.645;"EN";"global2040";83.0305949733383
97.622;"EN";"global2040";83.0305949733383
97.598;"EN";"global2040";83.0305949733383
97.575;"EN";"global2040";83.0305949733383
97.552;"EN";"global2040";83.0305949733383
97.53;"EN";"global2040";83.0305949733383
97.506;"EN";"global2040";83.0305949733383
97.482;"EN";"global2040";83.0305949733383
97.457;"EN";"global2040";83.0305949733383
97.43;"EN";"global2040";83.0305949733383
97.399;"EN";"global2040";83.0305949733383
97.368;"EN";"global2040";83.0305949733383
97.337;"EN";"global2040";83.0305949733383
97.306;"EN";"global2040";83.0305949733383
97.275;"EN";"global2040";83.0305949733383
97.244;"EN";"global2040";83.0305949733383
97.21;"EN";"global2040";83.0305949733383
97.175;"EN";"global2040";83.0305949733383
97.14;"EN";"global2040";83.0305949733383
97.105;"EN";"global2040";83.0305949733383
97.068;"EN";"global2040";83.0305949733383
97.032;"EN";"global2040";83.0305949733383
96.995;"EN";"global2040";83.0305949733383
96.958;"EN";"global2040";83.0305949733383
96.919;"EN";"global2040";83.0305949733383
96.882;"EN";"global2040";83.0305949733383
96.844;"EN";"global2040";83.0305949733383
96.804;"EN";"global2040";83.0305949733383
96.763;"EN";"global2040";83.0305949733383
96.721;"EN";"global2040";83.0305949733383
96.679;"EN";"global2040";83.0305949733383
96.636;"EN";"global2040";83.0305949733383
96.591;"EN";"global2040";83.0305949733383
96.547;"EN";"global2040";83.0305949733383
96.502;"EN";"global2040";83.0305949733383
96.457;"EN";"global2040";83.0305949733383
96.413;"EN";"global2040";83.0305949733383
96.37;"EN";"global2040";83.0305949733383
96.327;"EN";"global2040";83.0305949733383
96.281;"EN";"global2040";83.0305949733383
96.235;"EN";"global2040";83.0305949733383
96.19;"EN";"global2040";83.0305949733383
96.144;"EN";"global2040";83.0305949733383
96.1;"EN";"global2040";83.0305949733383
96.058;"EN";"global2040";83.0305949733383
96.015;"EN";"global2040";83.0305949733383
95.972;"EN";"global2040";83.0305949733383
95.93;"EN";"global2040";83.0305949733383
95.889;"EN";"global2040";83.0305949733383
95.848;"EN";"global2040";83.0305949733383
95.806;"EN";"global2040";83.0305949733383
95.763;"EN";"global2040";83.0305949733383
95.719;"EN";"global2040";83.0305949733383
95.677;"EN";"global2040";83.0305949733383
95.633;"EN";"global2040";83.0305949733383
95.589;"EN";"global2040";83.0305949733383
95.545;"EN";"global2040";83.0305949733383
95.503;"EN";"global2040";83.0305949733383
95.46;"EN";"global2040";83.0305949733383
95.415;"EN";"global2040";83.0305949733383
95.371;"EN";"global2040";83.0305949733383
95.328;"EN";"global2040";83.0305949733383
95.284;"EN";"global2040";83.0305949733383
95.238;"EN";"global2040";83.0305949733383
95.191;"EN";"global2040";83.0305949733383
95.146;"EN";"global2040";83.0305949733383
95.098;"EN";"global2040";83.0305949733383
95.052;"EN";"global2040";83.0305949733383
95.007;"EN";"global2040";83.0305949733383
94.961;"EN";"global2040";83.0305949733383
94.913;"EN";"global2040";83.0305949733383
94.867;"EN";"global2040";83.0305949733383
94.82;"EN";"global2040";83.0305949733383
94.775;"EN";"global2040";83.0305949733383
94.726;"EN";"global2040";83.0305949733383
94.675;"EN";"global2040";83.0305949733383
94.626;"EN";"global2040";83.0305949733383
94.574;"EN";"global2040";83.0305949733383
94.522;"EN";"global2040";83.0305949733383
94.468;"EN";"global2040";83.0305949733383
94.416;"EN";"global2040";83.0305949733383
94.364;"EN";"global2040";83.0305949733383
94.31;"EN";"global2040";83.0305949733383
94.256;"EN";"global2040";83.0305949733383
94.203;"EN";"global2040";83.0305949733383
94.154;"EN";"global2040";83.0305949733383
94.106;"EN";"global2040";83.0305949733383
94.058;"EN";"global2040";83.0305949733383
94.012;"EN";"global2040";83.0305949733383
93.961;"EN";"global2040";83.0305949733383
93.917;"EN";"global2040";83.0305949733383
93.869;"EN";"global2040";83.0305949733383
93.827;"EN";"global2040";83.0305949733383
93.783;"EN";"global2040";83.0305949733383
93.735;"EN";"global2040";83.0305949733383
93.682;"EN";"global2040";83.0305949733383
93.633;"EN";"global2040";83.0305949733383
93.581;"EN";"global2040";83.0305949733383
93.529;"EN";"global2040";83.0305949733383
93.474;"EN";"global2040";83.0305949733383
93.419;"EN";"global2040";83.0305949733383
93.361;"EN";"global2040";83.0305949733383
93.307;"EN";"global2040";83.0305949733383
93.264;"EN";"global2040";83.0305949733383
93.223;"EN";"global2040";83.0305949733383
93.174;"EN";"global2040";83.0305949733383
93.131;"EN";"global2040";83.0305949733383
93.085;"EN";"global2040";83.0305949733383
93.038;"EN";"global2040";83.0305949733383
92.987;"EN";"global2040";83.0305949733383
92.936;"EN";"global2040";83.0305949733383
92.885;"EN";"global2040";83.0305949733383
92.841;"EN";"global2040";83.0305949733383
92.795;"EN";"global2040";83.0305949733383
92.748;"EN";"global2040";83.0305949733383
92.706;"EN";"global2040";83.0305949733383
92.662;"EN";"global2040";83.0305949733383
92.613;"EN";"global2040";83.0305949733383
92.569;"EN";"global2040";83.0305949733383
92.52;"EN";"global2040";83.0305949733383
92.468;"EN";"global2040";83.0305949733383
92.415;"EN";"global2040";83.0305949733383
92.364;"EN";"global2040";83.0305949733383
92.311;"EN";"global2040";83.0305949733383
92.261;"EN";"global2040";83.0305949733383
92.21;"EN";"global2040";83.0305949733383
92.161;"EN";"global2040";83.0305949733383
92.11;"EN";"global2040";83.0305949733383
92.061;"EN";"global2040";83.0305949733383
92.01;"EN";"global2040";83.0305949733383
91.964;"EN";"global2040";83.0305949733383
91.915;"EN";"global2040";83.0305949733383
91.874;"EN";"global2040";83.0305949733383
91.827;"EN";"global2040";83.0305949733383
91.78;"EN";"global2040";83.0305949733383
91.737;"EN";"global2040";83.0305949733383
91.693;"EN";"global2040";83.0305949733383
91.646;"EN";"global2040";83.0305949733383
91.604;"EN";"global2040";83.0305949733383
91.559;"EN";"global2040";83.0305949733383
91.516;"EN";"global2040";83.0305949733383
91.464;"EN";"global2040";83.0305949733383
91.417;"EN";"global2040";83.0305949733383
91.369;"EN";"global2040";83.0305949733383
91.323;"EN";"global2040";83.0305949733383
91.279;"EN";"global2040";83.030525059549
91.237;"EN";"global2040";83.030525059549
91.191;"EN";"global2040";83.030525059549
91.148;"EN";"global2040";83.0304551457597
91.103;"EN";"global2040";83.0304551457597
91.061;"EN";"global2040";83.0304551457597
91.026;"EN";"global2040";83.0304551457597
90.988;"EN";"global2040";83.0303852319704
90.947;"EN";"global2040";83.0303852319704
90.903;"EN";"global2040";83.0303852319704
90.855;"EN";"global2040";83.0303852319704
90.807;"EN";"global2040";83.0303153181811
90.76;"EN";"global2040";83.0301754906025
90.704;"EN";"global2040";83.0300356630239
90.658;"EN";"global2040";83.0300356630239
90.579;"EN";"global2040";83.0264700597693
90.424;"EN";"global2040";83.0264700597693
90.272;"EN";"global2040";83.0264700597693
90.131;"EN";"global2040";83.0264700597693
89.984;"EN";"global2040";83.0264700597693
89.86;"EN";"global2040";83.0261204908228
89.752;"EN";"global2040";83.0257010080869
89.652;"EN";"global2040";83.0252116115618
89.57;"EN";"global2040";83.0249319564046
89.501;"EN";"global2040";83.0247222150367
89.411;"EN";"global2040";83.0243027323007
89.322;"EN";"global2040";83.0239531633542
89.222;"EN";"global2040";83.0235336806184
89.115;"EN";"global2040";83.0231141978825
89.017;"EN";"global2040";83.022764628936
88.915;"EN";"global2040";83.0223451462002
88.807;"EN";"global2040";83.0215760945178
88.701;"EN";"global2040";83.0208769566248
88.61;"EN";"global2040";83.0205273876782
88.52;"EN";"global2040";83.0201079049424
88.426;"EN";"global2040";83.0197583359959
88.332;"EN";"global2040";83.0194087670493
88.243;"EN";"global2040";83.0191291118921
88.152;"EN";"global2040";83.0185698015777
88.057;"EN";"global2040";83.0175210947381
87.956;"EN";"global2040";83.0165423016878
87.858;"EN";"global2040";83.0155635086374
87.757;"EN";"global2040";83.0145148017978
87.668;"EN";"global2040";83.0138855776941
87.575;"EN";"global2040";83.0131165260117
87.478;"EN";"global2040";83.0125572156973
87.383;"EN";"global2040";83.0120678191722
87.279;"EN";"global2040";83.0112987674898
87.18;"EN";"global2040";83.0105297158074
87.083;"EN";"global2040";83.0097606641251
86.988;"EN";"global2040";83.0089916124427
86.891;"EN";"global2040";83.008362388339
86.789;"EN";"global2040";83.0073835952886
86.687;"EN";"global2040";83.0065446298169
86.584;"EN";"global2040";83.0053560953987
86.475;"EN";"global2040";83.0039578196126
86.367;"EN";"global2040";83.0026294576158
86.249;"EN";"global2040";83.0017904921441
86.112;"EN";"global2040";83.0010913542511
85.952;"EN";"global2040";83.0002523887793
85.816;"EN";"global2040";82.9996231646757
85.718;"EN";"global2040";82.9989240267825
85.615;"EN";"global2040";82.9979452337322
85.512;"EN";"global2040";82.9968965268927
85.41;"EN";"global2040";82.9962673027889
85.318;"EN";"global2040";82.9957779062638
85.213;"EN";"global2040";82.99514868216
85.099;"EN";"global2040";82.9938902339525
84.981;"EN";"global2040";82.9924919581664
84.859;"EN";"global2040";82.9906741996444
84.744;"EN";"global2040";82.9889263549117
84.626;"EN";"global2040";82.9876679067042
84.509;"EN";"global2040";82.9860598895502
84.391;"EN";"global2040";82.9846616137641
84.276;"EN";"global2040";82.9835429931351
84.163;"EN";"global2040";82.9825642000848
84.052;"EN";"global2040";82.9815154932452
83.941;"EN";"global2040";82.9803968726164
83.83;"EN";"global2040";82.9792782519875
83.716;"EN";"global2040";82.9779498899907
83.604;"EN";"global2040";82.9766914417832
83.493;"EN";"global2040";82.975502907365
83.381;"EN";"global2040";82.9742444591574
83.273;"EN";"global2040";82.9731957523178
83.157;"EN";"global2040";82.9719373041103
83.046;"EN";"global2040";82.97095851106
82.941;"EN";"global2040";82.9696301490632
82.837;"EN";"global2040";82.9688610973808
82.732;"EN";"global2040";82.9677424767518
82.624;"EN";"global2040";82.9669035112803
82.519;"EN";"global2040";82.9659946320192
82.416;"EN";"global2040";82.9648760113903
82.304;"EN";"global2040";82.96389721834
82.194;"EN";"global2040";82.9627086839218
82.082;"EN";"global2040";82.9617298908716
81.969;"EN";"global2040";82.9604714426641
81.858;"EN";"global2040";82.9594227358244
81.745;"EN";"global2040";82.9583740289848
81.634;"EN";"global2040";82.9573253221452
81.523;"EN";"global2040";82.956136787727
81.41;"EN";"global2040";82.9551579946767
81.298;"EN";"global2040";82.9543889429944
81.181;"EN";"global2040";82.952920753419
81.064;"EN";"global2040";82.9517322190008
80.953;"EN";"global2040";82.9502640294253
80.837;"EN";"global2040";82.9492153225857
80.722;"EN";"global2040";82.9480267881675
80.613;"EN";"global2040";82.9469081675386
80.506;"EN";"global2040";82.9457196331204
80.395;"EN";"global2040";82.9446010124915
80.271;"EN";"global2040";82.9426434263909
80.15;"EN";"global2040";82.9411752368154
80.032;"EN";"global2040";82.9398468748186
79.929;"EN";"global2040";82.9388680817684
79.824;"EN";"global2040";82.9379592025074
79.708;"EN";"global2040";82.9364210991427
79.602;"EN";"global2040";82.9347431681992
79.497;"EN";"global2040";82.9329953234666
79.393;"EN";"global2040";82.9316669614698
79.284;"EN";"global2040";82.9306182546302
79.18;"EN";"global2040";82.9292199788441
79.073;"EN";"global2040";82.9280314444259
78.96;"EN";"global2040";82.9262136859039
78.847;"EN";"global2040";82.9249552376964
78.74;"EN";"global2040";82.9234870481209
78.635;"EN";"global2040";82.9220188585455
78.529;"EN";"global2040";82.9205506689701
78.425;"EN";"global2040";82.9192223069733
78.317;"EN";"global2040";82.9176842036085
78.208;"EN";"global2040";82.916425755401
78.096;"EN";"global2040";82.9148876520362
77.988;"EN";"global2040";82.9131398073036
77.872;"EN";"global2040";82.9116017039389
77.756;"EN";"global2040";82.9100636005741
77.643;"EN";"global2040";82.9081060144735
77.532;"EN";"global2040";82.9066378248981
77.413;"EN";"global2040";82.9048200663762
77.288;"EN";"global2040";82.9031421354327
77.173;"EN";"global2040";82.9018137734359
77.062;"EN";"global2040";82.9004154976498
76.952;"EN";"global2040";82.8986676529172
76.841;"EN";"global2040";82.8971295495524
76.721;"EN";"global2040";82.8951020496626
76.605;"EN";"global2040";82.8935639462978
76.489;"EN";"global2040";82.892025842933
76.379;"EN";"global2040";82.8902779982004
76.265;"EN";"global2040";82.8890894637822
76.153;"EN";"global2040";82.8875513604175
76.043;"EN";"global2040";82.8860831708421
75.933;"EN";"global2040";82.8845450674772
75.817;"EN";"global2040";82.8823078262195
75.707;"EN";"global2040";82.8805599814868
75.595;"EN";"global2040";82.8791617057006
75.485;"EN";"global2040";82.8776935161252
75.369;"EN";"global2040";82.876504981707
75.25;"EN";"global2040";82.8750367921316
75.138;"EN";"global2040";82.8734986887669
75.026;"EN";"global2040";82.8718906716127
74.914;"EN";"global2040";82.8701428268801
74.8;"EN";"global2040";82.8686746373047
74.687;"EN";"global2040";82.86713653394
74.575;"EN";"global2040";82.8655285167859
74.466;"EN";"global2040";82.8644798099464
74.353;"EN";"global2040";82.8626620514244
74.242;"EN";"global2040";82.8609142066917
74.129;"EN";"global2040";82.8592362757483
74.012;"EN";"global2040";82.8578379999622
73.896;"EN";"global2040";82.8562299828082
73.777;"EN";"global2040";82.8545520518649
73.666;"EN";"global2040";82.8528741209214
73.552;"EN";"global2040";82.8509864486102
73.432;"EN";"global2040";82.8494483452455
73.316;"EN";"global2040";82.8480500694594
73.199;"EN";"global2040";82.8460924833587
73.084;"EN";"global2040";82.8444145524154
72.968;"EN";"global2040";82.8428764490506
72.848;"EN";"global2040";82.8411985181073
72.727;"EN";"global2040";82.8397303285319
72.616;"EN";"global2040";82.838401966535
72.499;"EN";"global2040";82.8366541218023
72.386;"EN";"global2040";82.834976190859
72.271;"EN";"global2040";82.833368173705
72.152;"EN";"global2040";82.8312008462365
72.036;"EN";"global2040";82.8293131739252
71.924;"EN";"global2040";82.8273555878246
71.799;"EN";"global2040";82.825607743092
71.677;"EN";"global2040";82.8236501569914
71.555;"EN";"global2040";82.8216226571016
71.441;"EN";"global2040";82.820154467526
71.316;"EN";"global2040";82.8189659331079
71.2;"EN";"global2040";82.8170782607966
71.079;"EN";"global2040";82.8147011919602
70.959;"EN";"global2040";82.8128135196489
70.839;"EN";"global2040";82.8103665370232
70.717;"EN";"global2040";82.8079894681868
70.6;"EN";"global2040";82.8054725717717
70.478;"EN";"global2040";82.8034450718818
